article,best_identifier,repository,repository_re3data,repository_type,license_fuji,license_numbat,guid_scheme_fuji,fuji_percent,fuji_percent_f,fuji_percent_a,fuji_percent_i,fuji_percent_r,fuji_percent_f1,fuji_percent_f2,fuji_percent_f3,fuji_percent_f4,fuji_percent_a1,fuji_percent_i1,fuji_percent_i2,fuji_percent_i3,fuji_percent_r1,fuji_percent_r1_1,fuji_percent_r1_2,fuji_percent_r1_3,FsF-F1-01D,FsF-F1-02D,FsF-F2-01M,FsF-F3-01M,FsF-F4-01M,FsF-A1-01M,FsF-A1-02M,FsF-A1-03D,FsF-I1-01M,FsF-I2-01M,FsF-I3-01M,FsF-R1-01MD,FsF-R1.1-01M,FsF-R1.2-01M,FsF-R1.3-01M,FsF-R1.3-02D
10.1182/bloodadvances.2020003230,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158596,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1183/13993003.01470-2021,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168499,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1186/s12879-021-06829-7,https://osf.io/er6b8/,OSF,Open Science Framework,general-purpose repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1186/s12885-021-08186-9,https://doi.org/10.6084/m9.figshare.14524716.v1,figshare,figshare,general-purpose repository,CC BY,CC BY;CC0,doi,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.1186/s12887-021-02735-8,https://osf.io/xwnr3/,OSF,Open Science Framework,general-purpose repository,no license,NULL,url,25,42.86,33.33,0,20,50,50,0,50,33.33,0,0,0,25,0,50,0,100,0,50,0,50,0,100,0,0,0,0,25,0,50,0,0
10.1186/s12903-021-01911-7,https://doi.org/10.5281/zenodo.5159386,Zenodo,Zenodo,general-purpose repository,CC BY,CC BY,doi,75,100,100,75,50,100,100,100,100,100,100,0,100,25,100,50,50,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,0
10.1186/s12967-021-02774-w,https://doi.org/10.6084/m9.figshare.14450727.v1,figshare,figshare,general-purpose repository,CC BY,CC BY;CC0,doi,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.1186/s12983-021-00437-6,https://doi.org/10.17605/OSF.IO/AKRH9,OSF,Open Science Framework,general-purpose repository,CC BY,CC BY,doi,43.75,71.43,50,25,30,100,50,0,100,50,50,0,0,25,50,50,0,100,100,50,0,100,50,100,0,50,0,0,25,50,50,0,0
10.1186/s13024-021-00498-5,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165263,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1186/s13073-021-00926-7,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR10743233,SRA,Sequence Read Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1186/s13073-021-00926-7,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE141861,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1186/s13099-021-00437-1,https://figshare.com/articles/dataset/Additional_file_1_of_The_glycosyltransferase_ST3GAL2_is_regulated_by_miR-615-3p_in_the_intestinal_tract_of_Campylobacter_jejuni_infected_mice/14870435,figshare,figshare,general-purpose repository,CC BY,CC BY;CC0,url,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.1186/s13148-021-01176-5,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163521,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1186/s13148-021-01190-7,https://figshare.com/articles/dataset/Additional_file_1_of_Epigenetic_adaptations_of_the_masticatory_mucosa_to_periodontal_inflammation/16928628,figshare,figshare,general-purpose repository,CC BY,CC BY;CC0,url,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.1186/s13256-021-03164-y,https://www.ncbi.nlm.nih.gov/nuccore/MT107888,NCBI Nucleotide,NCBI Nucleotide,field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1186/s13321-021-00511-5,https://github.com/volkamerlab/cptox21_manuscript_SI/tree/master/data/data_signatures,GitHub,GitHub,general-purpose repository,no license,NA,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,50,0,100,0,25,0,50,0,100,0,0,0,0,0,0,50,0,0
10.1186/s40168-020-00992-w,https://www.ebi.ac.uk/ena/browser/view/PRJEB39814?show=reads,ENA,European Nucleotide Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1186/s40168-021-01109-7,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR12921007,SRA,Sequence Read Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1242/dev.199307,https://www.ebi.ac.uk/ena/browser/view/PRJEB46911?show=reads,ENA,European Nucleotide Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.12688/wellcomeopenres.16893.2,https://osf.io/zy7vs,OSF,Open Science Framework,general-purpose repository,no license,CC0,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1371/journal.pbio.3001009,https://doi.org/10.6084/m9.figshare.14527317.v4,figshare,figshare,general-purpose repository,CC BY,CC BY,doi,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.1371/journal.pbio.3001107,https://osf.io/7xc23/,OSF,Open Science Framework,general-purpose repository,no license,CC BY,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1371/journal.pbio.3001149,https://doi.org/10.5281/zenodo.4498214,Zenodo,Zenodo,general-purpose repository,CC BY,CC BY,doi,79.17,100,100,75,60,100,100,100,100,100,100,0,100,25,100,50,100,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,100
10.1371/journal.pbio.3001161,https://doi.org/10.17605/OSF.IO/B5296,OSF,Open Science Framework,general-purpose repository,CC BY,CC BY,doi,47.92,85.71,50,25,30,100,100,0,100,50,50,0,0,25,50,50,0,100,100,100,0,100,50,100,0,50,0,0,25,50,50,0,0
10.1371/journal.pbio.3001177,https://doi.org/10.17605/OSF.IO/W3JUH,OSF,Open Science Framework,general-purpose repository,no license,NULL,doi,37.5,71.43,33.33,25,20,100,50,0,100,33.33,50,0,0,25,0,50,0,100,100,50,0,100,0,100,0,50,0,0,25,0,50,0,0
10.1371/journal.pbio.3001177,https://figshare.com/articles/dataset/Reporting_assessments_for_sample_of_110_preclinical_systematic_reviews_/14543924,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pbio.3001384,https://figshare.com/articles/dataset/This_file_contains_all_raw_data_underlying_the_figures_/17226515,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pbio.3001468,https://figshare.com/articles/dataset/Numerical_values_underlying_summary_data_displayed_in_figures_/17123529,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pcbi.1008630,https://dx.doi.org/10.5281/zenodo.4064148,Zenodo,Zenodo,general-purpose repository,CC BY,CC BY,doi,83.33,100,100,100,60,100,100,100,100,100,100,100,100,25,100,50,100,100,100,100,100,100,100,100,100,100,100,100,25,100,50,100,100
10.1371/journal.pcbi.1009515,https://www.ebi.ac.uk/ena/browser/view/PRJEB40670?show=reads,ENA,European Nucleotide Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1371/journal.pcbi.1009515,https://itbgit.biologie.hu-berlin.de/dorel/phosphoproteomics_tnb_perturbations/-/blob/master/210113.proteinGroups.filteredNormalz.txt?expanded=true&viewer=simple,GitLab,GitLab,general-purpose repository,no license,NULL,url,22.92,35.71,33.33,25,10,50,25,0,50,33.33,50,0,0,0,0,50,0,100,0,25,0,50,0,100,0,50,0,0,0,0,50,0,0
10.1371/journal.pgen.1009201,https://figshare.com/articles/dataset/All_somatic_SNVs_and_small_insertions_deletions_indels_detected_in_the_study_/13513223,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pgen.1009308,https://figshare.com/articles/dataset/NSC23766_treatment_of_wild_type_mouse_sperm_/13714335,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pgen.1009619,https://figshare.com/articles/dataset/Raw_data_of_the_lipidomics_experiments_including_sample_identifiers_/14831532,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pgen.1009679,https://figshare.com/articles/dataset/Sources_of_the_CNV-case_cohorts_used_in_this_study_/15077835,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pmed.1003750,https://figshare.com/articles/journal_contribution/Data_basis_for_meta-analyses_and_meta-regression_analyses_/16415146,figshare,figshare,general-purpose repository,no license,CC BY,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,50,0,100,0,25,0,50,0,100,0,0,0,0,0,0,50,0,0
10.1371/journal.pntd.0009277,https://figshare.com/articles/dataset/Data_table_depicting_overall_typing_results_/14311834,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pntd.0009311,https://www.ncbi.nlm.nih.gov/nuccore/MW383507,NCBI Nucleotide,NCBI Nucleotide,field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1371/journal.pntd.0009863,https://figshare.com/articles/dataset/Dataset_1_/16806162,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pone.0245143,https://doi.org/10.5281/zenodo.4049178,Zenodo,Zenodo,general-purpose repository,CC BY,CC BY,doi,70.83,85.71,100,75,50,100,50,100,100,100,100,0,100,25,100,50,50,100,100,50,100,100,100,100,100,100,0,100,25,100,50,100,0
10.1371/journal.pone.0245880,https://figshare.com/articles/dataset/Tacrolimus_PK_model_dataset_/13630924,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pone.0246819,https://figshare.com/articles/dataset/Raw_data_/13866240,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pone.0246956,https://figshare.com/articles/dataset/S1_Data_-/14041848,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pone.0247738,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE166400,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1371/journal.pone.0247796,https://figshare.com/articles/dataset/S1_Data_-/14162457,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pone.0247918,https://doi.org/10.11588/data/FSPQL4,heiDATA,heiDATA,general-purpose repository,no license,CC BY-NC-ND,doi,52.08,92.86,33.33,75,20,100,100,50,100,33.33,100,0,100,25,0,50,0,100,100,100,50,100,0,100,0,100,0,100,25,0,50,0,0
10.1371/journal.pone.0248107,https://osf.io/t3mcj/,OSF,Open Science Framework,general-purpose repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1371/journal.pone.0249069,https://figshare.com/articles/dataset/S1_Dataset_-/14409535,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pone.0249813,https://doi.org/10.5281/zenodo.4135394,Zenodo,Zenodo,general-purpose repository,CC BY,CC BY,doi,70.83,85.71,100,75,50,100,50,100,100,100,100,0,100,25,100,50,50,100,100,50,100,100,100,100,100,100,0,100,25,100,50,100,0
10.1371/journal.pone.0249837,https://figshare.com/articles/dataset/Raw_data_of_all_MRSA_outbreak_reports_included_/14383401,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pone.0250362,https://figshare.com/articles/dataset/Raw_data_1_/14549776,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pone.0251544,https://doi.org/10.5281/zenodo.3718578,Zenodo,Zenodo,general-purpose repository,CC BY,CC BY,doi,79.17,100,100,75,60,100,100,100,100,100,100,0,100,25,100,50,100,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,100
10.1371/journal.pone.0253762,https://figshare.com/articles/dataset/S1_Dataset_-/14976465,figshare,figshare,general-purpose repository,CC BY,CC BY,url,54.17,71.43,66.67,50,40,50,100,100,50,66.67,50,0,100,25,100,50,0,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,0
10.1371/journal.pone.0253779,https://figshare.com/articles/dataset/Supplementary_study_data_/14894303,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pone.0255490,https://doi.org/10.6084/m9.figshare.13251428,figshare,figshare,general-purpose repository,CC BY,CC BY,doi,70.83,100,66.67,75,50,100,100,100,100,66.67,100,0,100,25,100,50,50,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,0
10.1371/journal.pone.0255800,http://dx.doi.org/10.25532/OPARA-120,OpARA,OpARA,general-purpose repository,CC BY,CC BY,doi,47.92,85.71,50,25,30,100,100,0,100,50,50,0,0,0,100,50,0,100,100,100,0,100,50,100,0,50,0,0,0,100,50,0,0
10.1371/journal.pone.0255800,https://osf.io/bdsqv/,OSF,Open Science Framework,general-purpose repository,no license,CC BY,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1371/journal.pone.0257183,https://figshare.com/articles/dataset/S1_Dataset_-/16602615,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pone.0257571,https://figshare.com/articles/dataset/S1_Dataset_-/16662303,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.pone.0258240,https://doi.org/10.6084/m9.figshare.16680565.v2,figshare,figshare,general-purpose repository,CC BY,CC BY,doi,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.1371/journal.pone.0258958,https://figshare.com/articles/dataset/Dataset_for_60_pats_CPI_/16925496,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
