doi,is_open_data,open_data_category,open_data_manual_check,open_data_category_manual,open_data_statements,is_open_code,open_code_manual_check,open_code_category_manual,open_code_statements,data_access
10.1038/s41467-021-23143-7,TRUE,"field-specific repository, general-purpose repository, supplement",NA,NA,data were deposited on dna data bank of japan sequencing read archive (accession number: dra010491).;     ctr-seq data were deposited on dna data bank of japan sequencing read archive (accession number: dra010491).  cage peaks coordinates [http://fantom.gsc.riken.jp/5/dataﬁles/ phase1.3/extra/cage_peaks/hg19.cage_peak_coord_permissive.bed.gz]; human str catalog [https://github.com/hipstr-tool/hipstr-references/raw/master/human/hg19. hipstr_reference.bed.gz]; mouse str catalog [https://github.com/hipstr-tool/hipstrreferences/blob/master/mouse/mm10.hipstr_reference.bed.gz]; cage signals at human and mouse strs alongside fasta sequence ﬁles are available on our git repository [https://gite.lirmm.fr/ibc/deepstr]; fantom gene annotation [https://fantom.gsc. riken.jp/5/suppl/hon_et_al_2016/data/assembly/lv3_robust/fantom_cat.lv3_robust. bed.gz]; coordinates of fantom cat robust transcripts [http://fantom.gsc.riken.jp/5/ suppl/hon_et_al_2016/data/assembly/lv3_robust/fantom_cat.lv3_robust.gtf.gz] and fantom enhancers [https://fantom.gsc.riken.jp/5/dataﬁles/latest/extra/enhancers/ human_permissive_enhancers_phase_1_and_2.bed.gz]; encode rnapii chip-seq bed ﬁles: gm12878 [http://hgdownload.cse.ucsc.edu/goldenpath/hg19/encodedcc/ wgencodeawgtfbsuniform/wgencodeawgtfbshaibgm12878pol2pcr2xunipk. narrowpeak.gz] h1-hesc [http://hgdownload.cse.ucsc.edu/goldenpath/hg19/ encodedcc/wgencodeawgtfbshaibh1hescpol2v0416102unipk.narrowpeak.gz] hela-s3 [http://hgdownload.cse.ucsc.edu/goldenpath/hg19/encodedcc/ wgencodeawgtfbshaibhelas3pol2pcr1xunipk.narrowpeak.gz] and k562; cage expression data [http://fantom.gsc.riken.jp/5/dataﬁles/latest/extra/cage_peaks/hg19. cage_peak_phase1and2combined_tpm_ann.osc.txt.gz]; gtex v7 data [https://storage. googleapis.com/gtex_analysis_v7/single_tissue_eqtl_data/gtex_analysis_v7_eqtl.tar. gz]; clinvar vcf ﬁle [ftp://ftp.ncbi.nlm.nih.gov/pub/clinvar/]. among cage peaks intersecting with strs 10727 correspond to tsss of fantom cat transcripts4 and 8823 to enhancer boundaries3 (supplementary data 1).;     strs could be associated with more or less variants linked to a given disease than expected by chance (adjusted p value < 5e-3 supplementary data 2) but no clear association with a speciﬁc clinical trait was noticed.;     for instance 10727 cage peaks mapped at strs correspond to tsss of fantom cat transcripts (supplementary data 1) extending the ﬁndings made by bertuzzi et al. in the case of a minisatellite and the nprl3 gene20 to strs.;     many rnas initiating at strs may also correspond to noncoding rnas as for instance enhancer rnas (supplementary data 1).;     as could have been anticipated given the distinction of enhancers and promoters based on cpg dinucleotide50 fantom cat transcripts mostly initiate at gc-rich strs while enhancer rnas more often correspond to a/t-rich strs (supplementary data 1).;     note that we also calculated the enrichment of str classes in fantom cat biotypes (supplementary data 3).,TRUE,NA,NA,source code is available at https://gite. lirmm.fr/ibc/deepstr.;     the bedtools window69 was used to look for cage peaks (coordinates available at http://fantom.gsc.riken.jp/5/dataﬁles/ phase1.3/extra/cage_peaks/hg19.cage_peak_coord_permissive.bed.gz) at strs ± 5bp (catalog available at https://github.com/hipstr-tool/hipstr-references/raw/ master/human/hg19.hipstr_reference.bed.gz) as follows: windowbed -w 5 -a hg19.hipstr_reference.bed -b hg19.cage_peak_coord_permissive.bed as a comparison random intervals were generated using bedtools shufﬂe69. shufflebed -i hg19.hipstr_reference.bed -g hg19.chrom.sizes -excl hg19.hipstr_reference. bed -seed 927442958 > hg19.hipstr_reference. shuffled.bed similar analyses were performed using mouse str catalog (available at https:// github.com/hipstr-tool/hipstr-references/blob/master/mouse/mm10. hipstr_reference.bed.gz) liftovered to mm9 using ucsc liftover tool70:  nature communications | (2021)12:3297 | https://doi.org/10.1038/s41467-021-23143-7 | www.nature.com/naturecommunications   article  nature communications | https://doi.org/10.1038/s41467-021-23143-7  liftover mm10.hipstr_reference.bed mm10tomm9.over.chain.gz mm9.hipstr_ reference.bed unlifted.bed to compute the cage signal we used raw tag count along the genome with a 1-bp binning and q3 quality mapping ﬁlter.;     the source code of the model alongside scripts and jupyter notebooks are available at https://gite.lirmm.fr/ibc/deepstr.;     cage peaks coordinates [http://fantom.gsc.riken.jp/5/dataﬁles/ phase1.3/extra/cage_peaks/hg19.cage_peak_coord_permissive.bed.gz]; human str catalog [https://github.com/hipstr-tool/hipstr-references/raw/master/human/hg19. hipstr_reference.bed.gz]; mouse str catalog [https://github.com/hipstr-tool/hipstrreferences/blob/master/mouse/mm10.hipstr_reference.bed.gz]; cage signals at human and mouse strs alongside fasta sequence ﬁles are available on our git repository [https://gite.lirmm.fr/ibc/deepstr]; fantom gene annotation [https://fantom.gsc. riken.jp/5/suppl/hon_et_al_2016/data/assembly/lv3_robust/fantom_cat.lv3_robust. bed.gz]; coordinates of fantom cat robust transcripts [http://fantom.gsc.riken.jp/5/ suppl/hon_et_al_2016/data/assembly/lv3_robust/fantom_cat.lv3_robust.gtf.gz] and fantom enhancers [https://fantom.gsc.riken.jp/5/dataﬁles/latest/extra/enhancers/ human_permissive_enhancers_phase_1_and_2.bed.gz]; encode rnapii chip-seq bed ﬁles: gm12878 [http://hgdownload.cse.ucsc.edu/goldenpath/hg19/encodedcc/ wgencodeawgtfbsuniform/wgencodeawgtfbshaibgm12878pol2pcr2xunipk. narrowpeak.gz] h1-hesc [http://hgdownload.cse.ucsc.edu/goldenpath/hg19/ encodedcc/wgencodeawgtfbshaibh1hescpol2v0416102unipk.narrowpeak.gz] hela-s3 [http://hgdownload.cse.ucsc.edu/goldenpath/hg19/encodedcc/ wgencodeawgtfbshaibhelas3pol2pcr1xunipk.narrowpeak.gz] and k562; cage expression data [http://fantom.gsc.riken.jp/5/dataﬁles/latest/extra/cage_peaks/hg19. cage_peak_phase1and2combined_tpm_ann.osc.txt.gz]; gtex v7 data [https://storage. googleapis.com/gtex_analysis_v7/single_tissue_eqtl_data/gtex_analysis_v7_eqtl.tar. gz]; clinvar vcf ﬁle [ftp://ftp.ncbi.nlm.nih.gov/pub/clinvar/].;     the change was 12  data alongside source code of the models a readme.txt ﬁle and other instructions for installing and running the analyses are available on our git repository [https://gite.lirmm. fr/ibc/deepstr].,NA
10.1038/s41467-021-23472-7,TRUE,"supplement, data availability statement",NA,NA,as a result 284 deg were found signiﬁcant in c1 301 deg in c3 and 1686 deg in c4 (supplementary data 1).;     top 20 signiﬁcant canonical pathways within each deg signature are presented in supplementary data 2 and pathways related to the most signiﬁcantly enriched immunological responses are reported as radar plots in fig. 1c.;     these ssa-positive c2 patients were characterized by signiﬁcant enrichment in ifn-related genes compared to hv including ifi44 ifi44l ifi6 ifift1 ifit3 isg15 mx1 oas3 serping1 and siglec1 (supplementary data 1).;     even in the mid-size cohort of patients analyzed (304 pss and 330 hv) we unambiguously detected (with signals genome wide signiﬁcance level <5 × 10−8) 35 single nucleotide polymorphisms (snps) in c1 compared to only six in c3 and one in c4 (fig. 4a supplementary data 3).;     ifnα in serum was not associated with essdai (supplementary fig. 9b) but higher levels of serum ifnα were associated with hematological and biological domains of essdai (supplementary data 4).;     details are displayed in table 2 and supplementary data 5.;     although the physician global assessment (pga) was collected for the whole population essdai and esspri were only assessed in expert centers (barcelona brest cordoba geneva hannover leuven milano porto and szeged) in a subset of 193 and 150 respectively of the 304 pss studied patients (70/ 101 and 56/101 from c1 52/77 and 43/77 from c2 44/88 and 30/ 88 from c3 and 27/38 and 21/38 from c4 supplementary data 5).;     moreover there was no signiﬁcant difference for the global esspri score and its 3 components (i.e. dryness pain and fatigue) except between ssapositive c2 patients who reported lower esspri scores (p-value < 0.001) compared to the ssa-negative patients (supplementary data 6).;     (supplementary data 7).;     some serological characteristics were signiﬁcantly different across the 4 clusters hypergammaglobulinemia (p-value < 0.001) (table 2) extractable nuclear antigen (ena) antibodies (p-value <0.001) the presence of serum anti-ssa52/anti-ssa60 autoantibodies (p-value < 0.001) and higher circulating kappa and lambda free light chains (cflc) (p-value < 0.001) (fig. 7b and supplementary data 8).;     while some patients presented anti-dsdna antibodies in c1 and c3 and anticcp antibodies in c4 almost none of these autoantibodies were present in the other clusters (supplementary data 8).;     the confusion matrix the corresponding discriminant function analysis and the probabilities to belong to one of the 4 clusters are shown in fig. 8a b and supplementary data 9 respectively.;     the corresponding discriminant function analysis and the probabilities for a patient to belong to one of the 4 clusters are shown in fig. 8c and supplementary data 10 respectively.;     supplementary data 11 presents the numbers of dmps and genes obtained with these different thresholds.;     the mean distribution of blood cell subsets in frequency and absolute numbers are shown in supplementary data 12 and 13 respectively.;     descriptive statistics are shown in supplementary data 14.;     descriptive statistics are described in supplementary data 8.   data availability all data included in our study is available upon request at elixir luxemburg except the gwas data that cannot be anonymized with the permanent link: https://doi,TRUE,NA,NA,the composite model is integrated into an analysis tool available on the laboratory’s github repository33.;     the composite model designed to predict the patient’s cluster is integrated into an analysis tool available on the laboratory’s github repository at the following address: https://lbai-infolab.github.io/ sjtree/(33).,NA
10.1038/s41559-021-01486-0,TRUE,"field-specific repository, general-purpose repository, supplement, data availability statement",NA,NA,"data availability  the new reference genome assemblies and raw nanopore reads for the sad12 and ltm genotypes have been submitted to ncbi (bioproject number prjna609209).;     nature ecology & evolution | vol 5 | august 2021 | 1135–1144 | www.nature.com/natecolevol   articles  nature ecology & evolution the short reads of the gbs data for the cfr-nil families have been submitted to ncbi (bioproject number prjna659863).;     this statement should provide the following information where applicable:  new reference genome assemblies and raw nanopore reads for sad12 and ltm genotypes have been submitted to ncbi (bioproject number prjna609209).;     the short reads of the gbs data for cfr-nil families have been submitted to ncbi (bioproject number prjna659863). all other data reported in this manuscript are archived in the dryad digital data repository (https://doi.org/10.5061/dryad.7h44j0zsr)56.;     code and all other data reported in this manuscript are archived in the dryad digital repository (doi: 10.5061/dryad.7h44j0zsr).;     location  the latitude longitude and elevation of each wild accession is included in the data archived along with this manuscript (doi: 10.5061/dryad.7h44j0zsr) in the file ""bcma-final-refpops-allmerged.csv"".;     the latitude longitude and elevation of all field sites where experiments were conducted is included in the data archived along with this manuscript (doi: 10.5061/dryad.7h44j0zsr) in the file ""site_locations.csv"".  nature research | reporting summary  across genotypes and treatments was not evenly divisible by the functional blocking unit (e.g. greenhouse rack that can hold a fixed number of pots).    raw data scale. bcma1/3 alleles also influenced survival in the field (supplementary table 3 data availability  the new reference genome assemblies and raw nanopore reads for the sad12 and ltm genotypes have been submitted to ncbi (bioproject number prjna609209",FALSE,NA,NA,NA,NA
10.1038/s41586-021-03583-3,TRUE,"field-specific repository, data availability statement",NA,NA,data availability processed data from datasets a1–a3 can be accessed from geo via the superseries gse122517 or the individual subseries gse122505 (dataset a1) gse122511 (dataset a2) and gse122515 (dataset a3).;     dataset b consists of the following series which can be accessed at geo: gse101705 gse107104 gse112087 gse128078 gse66573 gse79362 gse84076 and gse89403.;     new samples generated for datasets d and e have been deposited at the european genome-phenome archive (ega) which is hosted by the ebi and the crg under accession number egas00001004502.      data availability processed data from datasets a1–a3 can be accessed from geo via the superseries gse122517,TRUE,NA,NA,all scripts used in this study for pre-processing are provided on github (https://github.com/schultzelab/swarm_learning) and normalized and rank-transformed count matrices used for predictions are provided via fastgenomics at https://beta.fastgenomics.org/p/swarm-learning.;     the full code for the model is provided on github (https:// github.com/schultzelab/swarm_learning/) least absolute shrinkage and selection operator (lasso).;     the full code for the model is provided on github (https://github.com/schultzelab/swarm_learning/) parameter tuning.,NA
10.1038/s41586-021-03767-x,TRUE,"field-specific repository, data availability statement",NA,NA,this statement should provide the following information where applicable: - accession codes unique identifiers or web links for publicly available datasets - a list of figures that have associated raw data - a description of any restrictions on data availability data availability statement: summary statistics generated by covid-19 hgi are available at https://www.covid19hg.org/results/r5/ and are available on gwas catalog (study code gcst011074).      data availability summary statistics generated by the covid-19 hgi are available at https://www.covid19hg.org/results/r5/ and are available in the gwas catalog (study code gcst011074,TRUE,NA,NA,we ran the analysis using the baseline model ld scores calculated for european populations and regression weights that are available online (https://github.com/bulik/ldsc).;     the website source code and additional technical details are available at https:// github.com/covid19-hg/covid19hg.;     code availability the code for summary statistics lift-over the projection pca pipeline including precomputed loadings and meta-analyses are available on github (https://github.com/covid19-hg/) and the code for the mendelian randomization and genetic correlation pipeline is available on github at https://github.com/marcoralab/mrcovid.;     code availability statement: the code for summary statistics liftover projection pca pipeline including precomputed loadings and metaanalysis are available at https://github.com/covid19-hg/ and the code for mendelian randomization and genetic correlation pipeline at https://github.com/marcoralab/mrcovid.,NA
10.1038/s41586-021-04186-8,TRUE,"general-purpose repository, supplement",NA,NA,sars-cov-2 species genome diversity analyses for genome diversity analysis a complete masked alignment was downloaded from the gisaid5354 epicov database on 26 july 2021 together with a gisaid audacity phylogeny comprising 611893 accessions (a full list and metadata are available at figshare (https://figshare.com/ s/049d53f789a8b111b87e)).;     a full list of acknowledgements providing submitting and originating laboratories is provided at figshare (https://figshare. com/s/049d53f789a8b111b87e).;     genomic data analysed was obtained from the publicly available ncbi virus database and following registration from the gisaid epicov repository (full list and metadata available at: 10.6084/ m9.figshare.16607423).    raw data in extended data table 2,TRUE,NA,NA,polyfunctionality defined as the number of cytokines co-produced by t cells after expansion for 10 days was assessed using spice (v.6.0) and pestle (v.2.0) available at github (https://niaid.github.io/spice/)52.;     custom scripts used to perform the homology searches heatmap visualization and permutation testing are available at github (https://github.com/cednotsed/tcell_cross_reactivity_covid.git).;     the unexposed prepandemic control hcw cohort for qpcr analysis was described previously57  custom scripts that were used to perform the homology searches heatmap visualization and permutation testing are available at github (https://github.com/cednotsed/tcell_cross_reactivity_covid.git).;     polyfunctionality was visualised using spice (version 6.0) and pestle (version 2.0) available at https://niaid.github.io/ spice/.,NA
10.1038/s41746-021-00414-7,TRUE,"field-specific repository, data availability statement",NA,NA,data availability data predictions feature scores and methods descriptions used and generated in this challenge are available through synapse (https://doi.org/10.7303/syn8717496).;     methods descriptions and code for all available submissions is available through synapse (https://doi.org/10.7303/ syn8717496).      data availability data predictions feature scores and methods descriptions used and generated in this challenge are available through synapse (https://doi,TRUE,NA,NA,code availability code used to evaluate submissions are available through https://github.com/sagebionetworks/pdbiomarkerchallengescoring.,NA
10.1038/s43018-020-00171-8,TRUE,"field-specific repository, data availability statement",NA,NA,data availability  chip-seq and rna-seq data are available from the gene expression omnibus under accession number gse144288.;     previously published sequencing data that we re-analyzed here are available under accession codes gsm1838910 and gsm1838911 (ref.;     this statement should provide the following information where applicable: - accession codes unique identifiers or web links for publicly available datasets - a list of figures that have associated raw data - a description of any restrictions on data availability all sequencing datasets have been submitted to geo; ngs data is available at the gene expression omnibus under the accession number gse144288.      data availability  chip-seq and rna-seq data are available from the gene expression omnibus under accession number gse144288,FALSE,NA,NA,NA,NA
10.1073/pnas.2007194118,TRUE,supplement,NA,NA,to determine the protein profile of the cyst found in jnk1/2lpc-ko mice we performed a mass spectrometry analysis which also revealed a high content of proteins typical for serum samples like albumin serotransferrin complement 3 and various isoforms of α-1-antitrypsin (si appendix table s1 and dataset s1).,FALSE,NA,NA,NA,NA
10.1073/pnas.2014481118,TRUE,"field-specific repository, supplement, data availability statement",NA,NA,the single-cell rna sequencing data are freely available from the gene expression omnibus repository under accession number gse147722.   among the most significant differentially expressed genes between the three microglia subgroups and all remaining cells in both genotypes “cell activation” “migration” “phagocytosis” and “immune responses” were among the top 10 go biological process terms in microglia 1 and 2 (dataset s2).;     by contrast the top 10 go biological process terms in microglia 3 cells were “ribosome” “ribonucleoprotein complex biogenesis” and “cytoplasmic translation” (dataset s2).;     interestingly we also observed enrichment of genes with reduced expression related to “neuron–neuron synaptic transmission” “regulation of synaptic vesicle exocytosis” and “synaptic vesicle transport” (dataset s3).   regard go analysis of single-cell rna sequencing data revealed that genes which were significantly down-regulated in pigv341e-ca3 pyramidal neurons were enriched for go biological process terms associated with “synaptic transmission” and “vesicle transport.”;     statistical tests were performed for each experiment as indicated in dataset s1.   data availability. the single-cell rna sequencing data are freely available from the gene expression omnibus repository under accession number gse147722,FALSE,NA,NA,NA,NA
10.1073/pnas.2014876118,TRUE,"general-purpose repository, data availability statement",NA,NA,calcium imaging data and analysis scripts are available at https://doi.org/10.5281/zenodo.4671006 (52).;     blood pressure data and code are available at http://doi.org/10.5281/zenodo.4672114 (53).     data availability. calcium imaging data and analysis scripts are available at https://doi,TRUE,NA,NA,calcium imaging data and analysis scripts are available at https://doi.org/10.5281/zenodo.4671006 (52).,NA
10.1073/pnas.2022580118,TRUE,"field-specific repository, supplement",NA,NA,the coordinates and structure factors of the psd-95-pdz3– adam22 complex have been deposited in the protein data bank under the accession code 7cqf.   s1 c and 2 of 12 | pnas https://doi.org/10.1073/pnas.2022580118  d and dataset s1).;     1 a–d and dataset s2).;     all protein data (348 proteins) for the plot are shown in dataset s2.,FALSE,NA,NA,NA,NA
10.1073/pnas.2108157118,TRUE,"field-specific repository, general-purpose repository, data availability statement",NA,NA,bulk rnaseq and single-cell rnaseq data are deposited with the national center for biotechnology information gene expression omnibus under the accession nos. gse160294 and gse161356 respectively. additional raw data reported in this study are deposited in zenodo under the accession no. 10.5281/zenodo.5203142.  € r from the acknowledgments.     data availability. bulk rnaseq and single-cell rnaseq data are deposited with the national center for biotechnology information gene expression omnibus under the accession nos. gse160294,FALSE,NA,NA,NA,NA
10.1080/13506285.2021.1915902,TRUE,"general-purpose repository, data availability statement",NA,NA,data availability behavioral and fmri data from rademaker et al. (2019) are available at https://osf.io/dkx6y.;     visual cognition  code availability all reanalysis code from this paper is available at https://osf.io/dcrf6/.     data availability behavioral and fmri data from rademaker et al. (2019) are available at https://osf,FALSE,NA,NA,NA,NA
10.1080/15592294.2021.1878723,TRUE,general-purpose repository,NA,NA,data and code availability datasets and code used in this study have been uploaded to zenodo for reproducibility of the analysis doi: 10.5281/ zenodo.4327115.,FALSE,NA,NA,NA,NA
10.1080/23744235.2021.1969426,TRUE,data availability statement,NA,NA,data availability all raw data and analysis code are available upon request to the corresponding author.  9   medrxiv preprint doi,FALSE,NA,NA,NA,NA
10.1111/cns.13634,TRUE,supplement,NA,NA,data s1 provides a schematic set-­up of the experiment.;     20 images were acquired after ffn511 or fluo4-­am load-  signals we determined pcc of fluorescent pixels in both channels  ing (control condition) and after application of reaction buffer of in-  for neurites recorded independently (data s2) which was 0.56 ±.02  terest (treatment condition) as single confocal sections with a layer  (mean ± standard error of the mean (sem); n = 77; when compared to  thickness of 0.49 µm and a high scanning frequency of 800 hz.;     the graphical abstract and data s1 were created with biorender.com.,FALSE,NA,NA,NA,NA
10.1111/tpj.15458,TRUE,supplement,NA,NA,see data s1 for more detailed statistics of the read mapping step.;     similarity between snrna-seq data generated from fixed and unfixed plant material to allow for more technical flexibility in our method i.e. the possibility to simplify the storage of plant samples and maintain in situ expression states (alles et al. 2017) we fixed seedlings using methanol directly after harvesting and performed snrna-seq as described before (see data s1 and figure s3 for the read statistics).;     an html report containing the read statistics for each snrna-seq library including the number of reads per cell reads mapped to the reference genome and numbers of exons introns and intergenic ribosomal and mitochondrial reads was created using hanta software from the icell8 mappa analysis pipeline (data s1).;     data s1.,FALSE,NA,NA,NA,NA
10.1126/science.abf1357,TRUE,general-purpose repository,NA,NA,data and materials availability: data and code are available at https://github.com/yunzheliu/rlreplay  30 supplementary materials materials and methods supplementary text 35  figs.,TRUE,NA,NA,data and materials availability: data and code are available at https://github.com/yunzheliu/rlreplay  30 supplementary materials materials and methods supplementary text 35  figs. data and materials availability: data and code are available at https://github.com/yunzheliu/rlreplay  30 supplementary materials materials and methods supplementary text 35  figs.,NA
10.1126/science.abh1139,TRUE,field-specific repository,NA,NA,data and materials availability: the x-ray coordinates and structure factors have been deposited to the rcsb protein data bank under accession code: 7lop.;     the em maps have been deposited in the electron microscopy data bank (emdb) under accession codes: emd-23466 (one bound) emd-23467 (two bound) and emd-23468 (three bound).,FALSE,NA,NA,NA,NA
10.1126/science.abj1541,TRUE,general-purpose repository,NA,NA,associated code and scripts for the analysis is available on github  1019  (https://github.com/mrc-epid/pgwas_discovery) and has been permanently archived using zenodo  1020  (12).  via  of  the  pqtls  were  study  obtained  1021  29  website  from  (https://www.mrc-  https://gwas.mrcieu.ac.uk/  and   1022 1023  figure legends  1024 1025 1026 1027 1028 1029 1030 1031  fig.,TRUE,NA,NA,associated code is available on github.;     associated code and scripts for the analysis is available on github  1019  (https://github.com/mrc-epid/pgwas_discovery) and has been permanently archived using zenodo  1020  (12).  via  of  the  pqtls  were  study  obtained  1021  29  website  from  (https://www.mrc-  https://gwas.mrcieu.ac.uk/  and   1022 1023  figure legends  1024 1025 1026 1027 1028 1029 1030 1031  fig.,NA
10.1126/science.abj4336,TRUE,general-purpose repository,NA,NA,data and materials availability: all sequences that were used in the present study are listed in table s4 (accessible on the github repository) along with their gisaid sequence ids dates of sampling the originating and submitting laboratories and main authors.,TRUE,NA,NA,a full list of author abbreviations is included on the github deposit (https://github.com/krisp-kwazulu-natal/africa-covid19-genomics) (23).;     data and materials availability: all sequences that were used in the present study are listed in table s4 (accessible on the github repository) along with their gisaid sequence ids dates of sampling the originating and submitting laboratories and main authors.,NA
10.1126/science.abk0410,TRUE,field-specific repository,NA,NA,crystal structure of human g-tubulin was obtained from pdb deposited under id: 3cb2 (resolved at 2.3 å) (53).,FALSE,NA,NA,NA,NA
10.1126/sciimmunol.abf3111,TRUE,supplement,NA,NA,s1 to s9 tables s1 and s2 data file s1 view/request a protocol for this paper from bio-protocol.,FALSE,NA,NA,NA,NA
10.1126/sciimmunol.abg3533,TRUE,"field-specific repository, supplement",NA,NA,data and materials availability: chip-seq data are available from the gene expression omnibus under accession number gse118174.;     rna-seq data have been deposited under accession number gse182343.   s1 to s11 tables s1 to s3 data file s1 view/request a protocol for this paper from bio-protocol.,FALSE,NA,NA,NA,NA
10.1126/sciimmunol.abh0891,TRUE,field-specific repository,NA,NA,atacseq data are accessible at geo under accession number gse148338.;     data and materials availability: rnaseq data are available at ncbi geo under accession gse148163   the expansion of human t-bethighcd21low b cells is t cell dependent  sci.,FALSE,NA,NA,NA,NA
10.1126/scisignal.aax7942,TRUE,field-specific repository,NA,NA,data and materials availability: the mass spectrometry proteomics data have been deposited to the proteomexchange consortium through the pride partner repository with the dataset identifier pxd015579.,FALSE,NA,NA,NA,NA
10.1126/scitranslmed.abd3079,TRUE,supplement,NA,NA,s1 to s9 tables s1 to s5 data files s1 and s2 references (54–61)  16.  raw data and statistical results are additionally displayed in data files s1,FALSE,NA,NA,NA,NA
10.1126/scitranslmed.abe8952,TRUE,"field-specific repository, supplement",NA,NA,rnaseq data have been deposited in the arrayexpress database at embl-ebi (www.ebi.ac.uk/arrayexpress) under accession number e-mtab-9361.   s1 to s7 tables s1 to s16 data file s1 view/request a protocol for this paper from bio-protocol.,FALSE,NA,NA,NA,NA
10.1136/bmjopen-2020-044853,TRUE,data availability statement,NA,NA,data availability statement data are available upon reasonable request. the data will be provided upon reasonable request from ​anna.​slagman@​charite.​de. bmj open: first published as 10.1136/bmjopen-2020-044853,FALSE,NA,NA,NA,NA
10.1152/physiolgenomics.00160.2020,TRUE,general-purpose repository,NA,NA,all the maternal fetal and placental characterization of rat models is available in our previous publications (13 42 50) (supplemental figure s1 https://doi.org/10.6084/m9.figshare.13490262).,FALSE,NA,NA,NA,NA
10.1177/0269881121992676,TRUE,"general-purpose repository, supplement",NA,NA,available at: https://osf.io/8mbru/ (accessed 25 february 2020).    table 1 contains the information on all data,FALSE,NA,NA,NA,NA
10.1177/13591053211027631,TRUE,"general-purpose repository, data availability statement",NA,NA,materials data and analysis scripts are available on the osf [https://osf.io/spd9u/].;     pending acceptance for publication  5 all of the data files will be automatically uploaded to the figshare repository.;     data availability statement the data that support the findings of this study are openly available on the open science framework at [https://osf.io/spd9u/].     data availability statement the data that support the findings of this study are openly available on the open science framework,TRUE,NA,NA,materials data and analysis scripts are available on the osf [https://osf.io/spd9u/].,NA
10.1177/1745691620979806,TRUE,"general-purpose repository, data availability statement",NA,NA,the study protocol was preregistered on september 26 2018 and is available at https://osf.io/q96eh.;     all data (https://osf.io/5qmz7) materials (https:// osf.io/c89sy) and analysis scripts (https://osf.io/gfjtq) related to this study are publicly available.;     the exact operational definitions and procedures for data extraction/coding are available in the structured form at https://osf.io/x9rmy/yh. a encompasses the following study-design classifications: field studies laboratory studies surveys case studies multiple types clinical trial and other designs. bmeta-analysis and systematic review variables were coded as exclusive variables.  on demand by randomly selecting from the remaining articles ( j.;     psychologists can share their analysis scripts on a third-party repository such as the osf (klein et al. 2018) and educational resources are available to help researchers improve the quality of their analysis code (wilson et al. 2017).;     although norms and standards for preregistration in psychology are still evolving (nosek et al. 2019) several dedicated registries such as the osf will host preregistrations and detailed guidance is available (klein et al. 2018).;     however other repositories are available that offer similar functionality for storing and sharing some research resources (e.g. interuniversity consortium for political and social research data­ verse odum institute talkbank openneuro and databrary).     data availability by uploading raw data to third-party repositories such as the osf,TRUE,NA,NA,over half of the articles were publicly available (154/237 65% 95% confidence interval [ci] = [59% 71%]); however sharing of research materials (26/183; 14% 95% ci = [10% 19%]) study protocols (0/188; 0% 95% ci = [0% 1%]) raw data (4/188; 2% 95% ci = [1% 4%]) and analysis scripts (1/188; 1% 95% ci = [0% 1%]) was rare.;     all data (https://osf.io/5qmz7) materials (https:// osf.io/c89sy) and analysis scripts (https://osf.io/gfjtq) related to this study are publicly available.;     discussion our evaluation of transparency and reproducibilityrelated research practices in a random sample of 250 psychology articles published between 2014 and 2017 shows that although many articles were publicly available crucial components of research—protocols materials raw data and analysis scripts—were rarely made publicly available alongside them.;     psychologists can share their analysis scripts on a third-party repository such as the osf (klein et al. 2018) and educational resources are available to help researchers improve the quality of their analysis code (wilson et al. 2017).,NA
10.1177/17470218211053992,TRUE,general-purpose repository,NA,NA,orcid ids michel failing benchi wang  https://orcid.org/0000-0001-5271-4951 https://orcid.org/0000-0002-6348-9777  data accessibility statement  data can be accessed through https://github.com/wangbenchi/ shared_data and none of the experiments was preregistered.,TRUE,NA,NA,orcid ids michel failing benchi wang  https://orcid.org/0000-0001-5271-4951 https://orcid.org/0000-0002-6348-9777  data accessibility statement  data can be accessed through https://github.com/wangbenchi/ shared_data and none of the experiments was preregistered.,NA
10.1177/17474930211006286,TRUE,"general-purpose repository, data availability statement",NA,NA,data availability policy the raw data and analyses scripts are provided by the authors on a secure online repository for reproduction of reported ﬁndings (https://doi.org/10.5281/zenodo.3899830).     data availability policy the raw data and analyses scripts are provided by the authors on a secure online repository for reproduction of reported ﬁndings (https://doi,FALSE,NA,NA,NA,NA
10.1182/bloodadvances.2021004335,TRUE,"field-specific repository, general-purpose repository",NA,NA,single-cell sequencing data (scatac-seq scrna-seq cite-seq and tcr sequencing) have been submitted to the gene expression omnibus with the accession number gse165499. cytof data are provided on osfhome (https://osf.io/uhxvt).,FALSE,NA,NA,NA,NA
