article,is_open_data,is_open_code
10.1002+eji.201970107.txt,TRUE,FALSE
10.1002+erv.2679.txt,FALSE,FALSE
10.1002+gcc.22730.txt,FALSE,FALSE
10.1002+gcc.22733.txt,FALSE,FALSE
10.1002+gcc.22819.txt,FALSE,FALSE
10.1002+gepi.22265.txt,FALSE,FALSE
10.1002+glia.23598.txt,FALSE,FALSE
10.1002+glia.23683.txt,FALSE,FALSE
10.1002+glia.23719.txt,FALSE,TRUE
10.1002+hbm.24515.txt,FALSE,FALSE
10.1002+hbm.24599.txt,TRUE,TRUE
10.1002+hbm.24704.txt,FALSE,FALSE
10.1002+hbm.24766.txt,FALSE,FALSE
10.1002+hbm.24791.txt,FALSE,FALSE
10.1002+hbm.24864.txt,FALSE,FALSE
10.1002+hep.30821.txt,FALSE,FALSE
10.1002+hep.30840.txt,FALSE,FALSE
10.1002+hep.30925.txt,FALSE,FALSE
10.1002+hep4.1356.txt,FALSE,FALSE
10.1002+humu.23797.txt,FALSE,FALSE
10.1002+humu.23818.txt,FALSE,FALSE
10.1002+humu.23883.txt,FALSE,FALSE
10.1002+humu.23904.txt,FALSE,FALSE
10.1002+ijc.32163.txt,FALSE,FALSE
10.1002+ijc.32230.txt,FALSE,FALSE
10.1002+ijc.32261.txt,FALSE,FALSE
10.1002+ijc.32265.txt,FALSE,FALSE
10.1002+ijc.32358.txt,FALSE,FALSE
10.1002+ijc.32396.txt,FALSE,FALSE
10.1002+ijc.32488.txt,FALSE,FALSE
10.1002+ijc.32572.txt,FALSE,FALSE
10.1002+ijc.32678.txt,FALSE,FALSE
10.1002+ijc.32734.txt,FALSE,FALSE
10.1002+jbio.201960106.txt,FALSE,FALSE
10.1002+jbm.b.34329.txt,FALSE,FALSE
10.1002+jbm.b.34354.txt,FALSE,FALSE
10.1002+jbmr.3801.txt,FALSE,FALSE
10.1002+jbmr.3911.txt,FALSE,FALSE
10.1002+jcp.29078.txt,FALSE,FALSE
10.1002+jcsm.12378.txt,FALSE,FALSE
10.1002+jcsm.12400.txt,FALSE,FALSE
10.1002+jcsm.12402.txt,FALSE,FALSE
10.1002+jcsm.12408.txt,FALSE,FALSE
10.1002+jcsm.12416.txt,FALSE,FALSE
10.1002+jcsm.12428.txt,FALSE,FALSE
10.1002+jcsm.12450.txt,FALSE,FALSE
10.1002+jcsm.12483.txt,FALSE,FALSE
10.1002+jcsm.12491.txt,TRUE,FALSE
10.1002+jimd.12044.txt,FALSE,FALSE
10.1002+jimd.12105.txt,FALSE,FALSE
10.1002+jmri.26680.txt,FALSE,FALSE
10.1002+jmri.26773.txt,FALSE,FALSE
10.1002+jmri.26782.txt,FALSE,FALSE
10.1002+jmri.26968.txt,FALSE,FALSE
10.1002+jmv.25583.txt,FALSE,FALSE
10.1002+jmv.25636.txt,FALSE,FALSE
10.1002+jor.24230.txt,FALSE,FALSE
10.1002+jor.24385.txt,FALSE,FALSE
10.1002+jor.24473.txt,FALSE,FALSE
10.1002+jpen.1531.txt,FALSE,FALSE
10.1002+jso.25413.txt,FALSE,FALSE
10.1002+lary.28007.txt,FALSE,FALSE
10.1002+lio2.295.txt,FALSE,FALSE
10.1002+mabi.201800384.txt,FALSE,FALSE
10.1002+mabi.201900184.txt,FALSE,FALSE
10.1002+mdc3.12783.txt,FALSE,FALSE
10.1002+mds.27620.txt,FALSE,FALSE
10.1002+mds.27739.txt,FALSE,FALSE
10.1002+mds.27769.txt,FALSE,FALSE
10.1002+mds.27827.txt,FALSE,FALSE
10.1002+mds.27855.txt,FALSE,FALSE
10.1002+mds.27901.txt,FALSE,FALSE
10.1002+mgg3.602.txt,FALSE,FALSE
10.1002+mgg3.615.txt,FALSE,FALSE
10.1002+mnfr.201900019.txt,FALSE,FALSE
10.1002+mrm.27756.txt,FALSE,FALSE
10.1002+mrm.27769.txt,TRUE,FALSE
10.1002+mrm.27853.txt,FALSE,FALSE
10.1002+mrm.27867.txt,FALSE,FALSE
10.1002+mrm.27880.txt,FALSE,FALSE
10.1002+mrm.27935.txt,FALSE,FALSE
10.1002+mrm.28035.txt,FALSE,FALSE
10.1002+mrm.28095.txt,FALSE,FALSE
10.1002+mrm.28120.txt,FALSE,FALSE
10.1002+mrm.28127.txt,FALSE,FALSE
10.1002+mrm.28135.txt,FALSE,FALSE
10.1002+nbm.4038.txt,FALSE,FALSE
10.1002+ncp.10326.txt,FALSE,FALSE
10.1002+nop2.351.txt,FALSE,FALSE
10.1002+path.5281.txt,FALSE,FALSE
10.1002+path.5285.txt,FALSE,FALSE
10.1002+pbc.27806.txt,FALSE,FALSE
10.1002+pbc.28078.txt,FALSE,FALSE
10.1002+pbc.28127.txt,FALSE,FALSE
10.1002+pbc.28130.txt,FALSE,FALSE
10.1002+pds.4710.txt,FALSE,FALSE
10.1002+pon.5210.txt,FALSE,FALSE
10.1002+ppul.24230.txt,FALSE,FALSE
10.1002+ppul.24462.txt,FALSE,FALSE
10.1002+ppul.24500.txt,FALSE,FALSE
10.1002+rcs.1991.txt,FALSE,FALSE
10.1002+rth2.12158.txt,FALSE,FALSE
10.1002+rth2.12189.txt,FALSE,FALSE
10.1002+rth2.12202.txt,TRUE,FALSE
10.1002+rth2.12209.txt,FALSE,FALSE
10.1002+sim.8291.txt,FALSE,FALSE
10.1002+sim.8343.txt,FALSE,FALSE
10.1002+sim.8421.txt,TRUE,FALSE
10.1002+stem.3003.txt,FALSE,FALSE
10.1002+syn.22097.txt,FALSE,FALSE
10.1002+term.2871.txt,FALSE,FALSE
10.1002+term.2948.txt,FALSE,FALSE
10.1002+tsm2.106.txt,FALSE,FALSE
10.1002+tsm2.95.txt,FALSE,FALSE
10.1002+uog.20376.txt,FALSE,FALSE
10.1002+wps.20588.txt,FALSE,FALSE
10.1002+wps.20614.txt,FALSE,FALSE
10.1002+wps.20632.txt,FALSE,FALSE
10.1002+wps.20678.txt,FALSE,FALSE
10.1007+164_2019_274.txt,FALSE,FALSE
10.1007+164_2019_278.txt,FALSE,FALSE
10.1007+978-1-4939-8982-9_12.txt,FALSE,FALSE
10.1007+978-1-4939-9012-2_38.txt,FALSE,FALSE
10.1007+978-1-4939-9021-4_9.txt,FALSE,FALSE
10.1007+978-1-4939-9055-9_4.txt,FALSE,FALSE
10.1007+978-1-4939-9055-9_5.txt,FALSE,FALSE
10.1007+978-1-4939-9055-9_6.txt,FALSE,FALSE
10.1007+978-1-4939-9170-9_10.txt,FALSE,FALSE
10.1007+978-1-4939-9213-3_6.txt,FALSE,FALSE
10.1007+978-1-4939-9412-0_16.txt,FALSE,FALSE
10.1007+978-1-4939-9450-2_2.txt,FALSE,FALSE
10.1007+978-1-4939-9454-0_1.txt,FALSE,FALSE
10.1007+978-1-4939-9658-2_14.txt,FALSE,TRUE
10.1007+978-1-4939-9690-2_4.txt,FALSE,FALSE
10.1007+978-1-4939-9736-7_16.txt,FALSE,FALSE
10.1007+978-3-030-14366-4_2.txt,FALSE,FALSE
10.1007+s00018-019-03019-2.txt,FALSE,FALSE
10.1007+s00018-019-03030-7.txt,FALSE,FALSE
10.1007+s00018-019-03054-z.txt,FALSE,FALSE
10.1007+s00018-019-03119-z.txt,FALSE,FALSE
10.1007+s00018-019-03152-y.txt,FALSE,FALSE
10.1007+s00038-019-01203-6.txt,FALSE,FALSE
10.1007+s00059-019-4800-0.txt,FALSE,FALSE
10.1007+s00059-019-4812-9.txt,FALSE,FALSE
10.1007+s00062-019-00762-8.txt,FALSE,FALSE
10.1007+s00062-019-00785-1.txt,TRUE,FALSE
10.1007+s00062-019-00800-5.txt,FALSE,FALSE
10.1007+s00063-018-0522-y.txt,FALSE,FALSE
10.1007+s00063-018-0523-x.txt,FALSE,FALSE
10.1007+s00063-019-00618-6.txt,FALSE,FALSE
10.1007+s00063-019-00627-5.txt,FALSE,FALSE
10.1007+s00063-019-00630-w.txt,FALSE,FALSE
10.1007+s00063-019-00632-8.txt,FALSE,FALSE
10.1007+s00063-019-0533-3.txt,FALSE,FALSE
10.1007+s00063-019-0568-5.txt,FALSE,FALSE
10.1007+s00063-019-0571-x.txt,FALSE,FALSE
10.1007+s00063-019-0578-3.txt,FALSE,FALSE
10.1007+s00063-019-0589-0.txt,FALSE,FALSE
10.1007+s00063-019-0591-6.txt,FALSE,FALSE
10.1007+s00066-019-01446-5.txt,FALSE,FALSE
10.1007+s00066-019-01470-5.txt,FALSE,FALSE
10.1007+s00066-019-01511-z.txt,FALSE,FALSE
10.1007+s00066-019-01553-3.txt,FALSE,FALSE
10.1007+s00066-019-01562-2.txt,FALSE,FALSE
10.1007+s00068-019-01143-z.txt,FALSE,FALSE
10.1007+s00068-019-01255-6.txt,FALSE,FALSE
10.1007+s00101-018-0522-6.txt,FALSE,FALSE
10.1007+s00101-019-00634-3.txt,FALSE,FALSE
10.1007+s00101-019-00648-x.txt,FALSE,FALSE
10.1007+s00101-019-0600-4.txt,FALSE,FALSE
10.1007+s00101-019-0602-2.txt,FALSE,FALSE
10.1007+s00101-019-0613-z.txt,FALSE,FALSE
10.1007+s00101-019-0615-x.txt,FALSE,FALSE
10.1007+s00103-019-02879-0.txt,FALSE,FALSE
10.1007+s00103-019-02885-2.txt,FALSE,FALSE
10.1007+s00103-019-02902-4.txt,FALSE,FALSE
10.1007+s00103-019-02926-w.txt,FALSE,FALSE
10.1007+s00103-019-02932-y.txt,FALSE,FALSE
10.1007+s00103-019-02933-x.txt,FALSE,FALSE
10.1007+s00103-019-02939-5.txt,FALSE,FALSE
10.1007+s00103-019-02951-9.txt,FALSE,FALSE
10.1007+s00103-019-02955-5.txt,FALSE,FALSE
10.1007+s00103-019-02958-2.txt,TRUE,FALSE
10.1007+s00103-019-02986-y.txt,FALSE,FALSE
10.1007+s00103-019-02991-1.txt,FALSE,FALSE
10.1007+s00103-019-03028-3.txt,FALSE,FALSE
10.1007+s00103-019-03030-9.txt,FALSE,FALSE
10.1007+s00103-019-03031-8.txt,FALSE,FALSE
10.1007+s00103-019-03034-5.txt,FALSE,FALSE
10.1007+s00104-019-01053-1.txt,FALSE,FALSE
10.1007+s00104-019-0801-z.txt,FALSE,FALSE
10.1007+s00104-019-0807-6.txt,FALSE,FALSE
10.1007+s00104-019-0945-x.txt,FALSE,FALSE
10.1007+s00104-019-1008-z.txt,FALSE,FALSE
10.1007+s00105-018-4328-x.txt,FALSE,FALSE
10.1007+s00105-018-4336-x.txt,FALSE,FALSE
10.1007+s00105-018-4343-y.txt,FALSE,FALSE
10.1007+s00105-018-4345-9.txt,FALSE,FALSE
10.1007+s00105-019-04483-4.txt,FALSE,FALSE
10.1007+s00105-019-04509-x.txt,FALSE,FALSE
10.1007+s00105-019-4435-3.txt,FALSE,FALSE
10.1007+s00106-018-0606-2.txt,FALSE,FALSE
10.1007+s00106-019-0609-7.txt,FALSE,FALSE
10.1007+s00106-019-0618-6.txt,FALSE,FALSE
10.1007+s00106-019-0622-x.txt,FALSE,FALSE
10.1007+s00106-019-0623-9.txt,FALSE,FALSE
10.1007+s00106-019-0625-7.txt,FALSE,FALSE
10.1007+s00106-019-0626-6.txt,FALSE,FALSE
10.1007+s00106-019-0633-7.txt,FALSE,FALSE
10.1007+s00106-019-0641-7.txt,FALSE,FALSE
10.1007+s00106-019-0668-9.txt,FALSE,FALSE
10.1007+s00106-019-0689-4.txt,FALSE,FALSE
10.1007+s00106-019-0705-8.txt,FALSE,FALSE
10.1007+s00106-019-0706-7.txt,FALSE,FALSE
10.1007+s00106-019-0721-8.txt,FALSE,FALSE
10.1007+s00108-018-0536-9.txt,FALSE,FALSE
10.1007+s00108-018-0544-9.txt,FALSE,FALSE
10.1007+s00108-019-00671-5.txt,FALSE,FALSE
10.1007+s00108-019-0570-2.txt,FALSE,FALSE
10.1007+s00108-019-0576-9.txt,FALSE,FALSE
10.1007+s00108-019-0620-9.txt,FALSE,FALSE
10.1007+s00108-019-0647-y.txt,FALSE,FALSE
10.1007+s00108-019-0653-0.txt,FALSE,FALSE
10.1007+s00109-019-01772-2.txt,FALSE,FALSE
10.1007+s00109-019-01801-0.txt,FALSE,FALSE
10.1007+s00109-019-01823-8.txt,FALSE,FALSE
10.1007+s00109-019-01824-7.txt,FALSE,FALSE
10.1007+s00109-019-01860-3.txt,FALSE,FALSE
10.1007+s00112-018-0552-9.txt,FALSE,FALSE
10.1007+s00113-019-00726-0.txt,FALSE,FALSE
10.1007+s00113-019-00738-w.txt,FALSE,FALSE
10.1007+s00113-019-0618-8.txt,FALSE,FALSE
10.1007+s00113-019-0668-y.txt,FALSE,FALSE
10.1007+s00113-019-0676-y.txt,FALSE,FALSE
10.1007+s00113-019-0687-8.txt,FALSE,FALSE
10.1007+s00113-019-0700-2.txt,FALSE,FALSE
10.1007+s00115-018-0653-7.txt,FALSE,FALSE
10.1007+s00115-018-0654-6.txt,FALSE,FALSE
10.1007+s00115-018-0662-6.txt,FALSE,FALSE
10.1007+s00115-019-00790-2.txt,FALSE,FALSE
10.1007+s00115-019-00796-w.txt,FALSE,FALSE
10.1007+s00115-019-00802-1.txt,FALSE,FALSE
10.1007+s00115-019-00803-0.txt,FALSE,FALSE
10.1007+s00115-019-00855-2.txt,FALSE,FALSE
10.1007+s00115-019-0680-z.txt,FALSE,FALSE
10.1007+s00115-019-0688-4.txt,FALSE,FALSE
10.1007+s00115-019-0700-z.txt,FALSE,FALSE
10.1007+s00115-019-0719-1.txt,FALSE,FALSE
10.1007+s00115-019-0720-8.txt,FALSE,FALSE
10.1007+s00115-019-0735-1.txt,FALSE,FALSE
10.1007+s00115-019-0736-0.txt,FALSE,FALSE
10.1007+s00115-019-0741-3.txt,FALSE,FALSE
10.1007+s00115-019-0760-0.txt,FALSE,FALSE
10.1007+s00115-019-0765-8.txt,FALSE,FALSE
10.1007+s00115-019-0782-7.txt,FALSE,FALSE
10.1007+s00117-019-00589-x.txt,FALSE,FALSE
10.1007+s00117-019-0509-6.txt,FALSE,FALSE
10.1007+s00117-019-0553-2.txt,FALSE,FALSE
10.1007+s00117-019-0563-0.txt,FALSE,FALSE
10.1007+s00120-018-0847-4.txt,FALSE,FALSE
10.1007+s00120-019-01072-0.txt,FALSE,FALSE
10.1007+s00120-019-0873-x.txt,FALSE,FALSE
10.1007+s00120-019-0996-0.txt,FALSE,FALSE
10.1007+s00125-018-4717-9.txt,FALSE,FALSE
10.1007+s00125-019-4887-0.txt,FALSE,FALSE
10.1007+s00127-019-01682-1.txt,FALSE,FALSE
10.1007+s00129-019-04536-8.txt,FALSE,FALSE
10.1007+s00134-019-05606-0.txt,FALSE,FALSE
10.1007+s00167-019-05384-8.txt,FALSE,FALSE
10.1007+s00167-019-05466-7.txt,FALSE,FALSE
10.1007+s00167-019-05484-5.txt,FALSE,FALSE
10.1007+s00167-019-05783-x.txt,FALSE,FALSE
10.1007+s00167-019-05790-y.txt,FALSE,FALSE
10.1007+s00167-019-05812-9.txt,FALSE,FALSE
10.1007+s00194-019-00345-4.txt,FALSE,FALSE
10.1007+s00194-019-00346-3.txt,FALSE,FALSE
10.1007+s00194-019-0328-0.txt,FALSE,FALSE
10.1007+s00198-019-05135-y.txt,FALSE,FALSE
10.1007+s00204-018-2382-x.txt,FALSE,FALSE
10.1007+s00204-019-02436-3.txt,FALSE,FALSE
10.1007+s00204-019-02492-9.txt,FALSE,FALSE
10.1007+s00204-019-02510-w.txt,TRUE,FALSE
10.1007+s00204-019-02612-5.txt,FALSE,FALSE
10.1007+s00210-019-01643-0.txt,FALSE,FALSE
10.1007+s00210-019-01650-1.txt,FALSE,FALSE
10.1007+s00210-019-01686-3.txt,FALSE,FALSE
10.1007+s00213-019-05299-9.txt,FALSE,FALSE
10.1007+s00216-019-01941-9.txt,FALSE,FALSE
10.1007+s00216-019-02166-6.txt,FALSE,FALSE
10.1007+s00223-019-00648-4.txt,TRUE,TRUE
10.1007+s00228-019-02675-4.txt,FALSE,FALSE
10.1007+s00228-019-02712-2.txt,FALSE,FALSE
10.1007+s00228-019-02768-0.txt,FALSE,FALSE
10.1007+s00234-019-02203-2.txt,FALSE,FALSE
10.1007+s00234-019-02339-1.txt,FALSE,FALSE
10.1007+s00240-019-01119-z.txt,FALSE,FALSE
10.1007+s00256-019-03330-w.txt,FALSE,FALSE
10.1007+s00256-019-03343-5.txt,FALSE,FALSE
10.1007+s00259-019-04307-6.txt,FALSE,FALSE
10.1007+s00259-019-04393-6.txt,FALSE,FALSE
10.1007+s00259-019-04407-3.txt,FALSE,FALSE
10.1007+s00259-019-04439-9.txt,FALSE,FALSE
10.1007+s00259-019-04502-5.txt,FALSE,FALSE
10.1007+s00259-019-4262-x.txt,FALSE,FALSE
10.1007+s00259-019-4263-9.txt,FALSE,FALSE
10.1007+s00261-019-02036-w.txt,FALSE,FALSE
10.1007+s00262-019-02378-w.txt,FALSE,FALSE
10.1007+s00262-019-02383-z.txt,FALSE,FALSE
10.1007+s00264-019-04326-w.txt,FALSE,FALSE
10.1007+s00264-019-04426-7.txt,FALSE,FALSE
10.1007+s00268-019-04980-6.txt,FALSE,FALSE
10.1007+s00270-019-02194-w.txt,FALSE,FALSE
10.1007+s00270-019-02382-8.txt,FALSE,FALSE
10.1007+s00270-019-02386-4.txt,FALSE,FALSE
10.1007+s00277-018-03591-w.txt,FALSE,FALSE
10.1007+s00277-019-03622-0.txt,FALSE,FALSE
10.1007+s00281-019-00742-7.txt,FALSE,FALSE
10.1007+s00292-019-00682-x.txt,FALSE,FALSE
10.1007+s00292-019-00702-w.txt,FALSE,FALSE
10.1007+s00292-019-0603-6.txt,FALSE,FALSE
10.1007+s00296-018-4232-9.txt,FALSE,FALSE
10.1007+s00296-018-4233-8.txt,FALSE,FALSE
10.1007+s00296-019-04244-5.txt,FALSE,FALSE
10.1007+s00296-019-04334-4.txt,FALSE,FALSE
10.1007+s00296-019-04410-9.txt,FALSE,FALSE
10.1007+s00296-019-04465-8.txt,FALSE,FALSE
10.1007+s00330-018-5899-8.txt,FALSE,FALSE
10.1007+s00330-018-5963-4.txt,FALSE,FALSE
10.1007+s00330-018-5980-3.txt,FALSE,FALSE
10.1007+s00330-018-5987-9.txt,FALSE,FALSE
10.1007+s00330-019-06039-5.txt,FALSE,FALSE
10.1007+s00330-019-06087-x.txt,FALSE,FALSE
10.1007+s00330-019-06101-2.txt,FALSE,FALSE
10.1007+s00330-019-06104-z.txt,FALSE,FALSE
10.1007+s00330-019-06105-y.txt,TRUE,FALSE
10.1007+s00330-019-06205-9.txt,FALSE,FALSE
10.1007+s00330-019-06214-8.txt,FALSE,FALSE
10.1007+s00330-019-06279-5.txt,FALSE,FALSE
10.1007+s00330-019-06321-6.txt,FALSE,FALSE
10.1007+s00330-019-06326-1.txt,FALSE,FALSE
10.1007+s00330-019-06350-1.txt,FALSE,FALSE
10.1007+s00330-019-06417-z.txt,FALSE,FALSE
10.1007+s00330-019-06430-2.txt,FALSE,FALSE
10.1007+s00330-019-06471-7.txt,FALSE,FALSE
10.1007+s00330-019-06479-z.txt,FALSE,FALSE
10.1007+s00330-019-06522-z.txt,FALSE,FALSE
10.1007+s00345-019-02921-5.txt,FALSE,FALSE
10.1007+s00345-019-03017-w.txt,TRUE,FALSE
10.1007+s00347-019-01012-5.txt,FALSE,FALSE
10.1007+s00347-019-01018-z.txt,FALSE,FALSE
10.1007+s00347-019-0946-7.txt,FALSE,FALSE
10.1007+s00381-019-04077-4.txt,FALSE,FALSE
10.1007+s00381-019-04383-x.txt,FALSE,FALSE
10.1007+s00381-019-04458-9.txt,FALSE,FALSE
10.1007+s00384-018-03222-w.txt,FALSE,FALSE
10.1007+s00384-019-03317-y.txt,FALSE,FALSE
10.1007+s00384-019-03494-w.txt,FALSE,FALSE
10.1007+s00391-019-01584-6.txt,FALSE,FALSE
10.1007+s00391-019-01611-6.txt,FALSE,FALSE
10.1007+s00391-019-01637-w.txt,FALSE,FALSE
10.1007+s00391-019-01670-9.txt,FALSE,FALSE
10.1007+s00392-018-1409-x.txt,FALSE,FALSE
10.1007+s00392-019-01422-0.txt,FALSE,FALSE
10.1007+s00392-019-01428-8.txt,FALSE,FALSE
10.1007+s00392-019-01458-2.txt,FALSE,FALSE
10.1007+s00392-019-01471-5.txt,FALSE,FALSE
10.1007+s00392-019-01489-9.txt,FALSE,FALSE
10.1007+s00392-019-01513-y.txt,FALSE,FALSE
10.1007+s00392-019-01514-x.txt,FALSE,FALSE
10.1007+s00392-019-01525-8.txt,FALSE,FALSE
10.1007+s00392-019-01537-4.txt,FALSE,FALSE
10.1007+s00392-019-01539-2.txt,FALSE,FALSE
10.1007+s00393-018-0588-1.txt,FALSE,FALSE
10.1007+s00393-019-00686-1.txt,FALSE,FALSE
10.1007+s00393-019-00690-5.txt,FALSE,FALSE
10.1007+s00393-019-00697-y.txt,FALSE,FALSE
10.1007+s00393-019-00712-2.txt,FALSE,FALSE
10.1007+s00393-019-0613-z.txt,FALSE,FALSE
10.1007+s00393-019-0621-z.txt,FALSE,FALSE
10.1007+s00393-019-0631-x.txt,FALSE,FALSE
