approp,bar,pie,hist,bardot,box,dot,violin,flowyes,flowno,paper_id
2,0,0,0,0,0,0,0,0,0,10.1007/s12253-020-00861-9
1,0,0,1,3,1,2,0,0,0,10.1172/jci.insight.131093
0,1,0,1,0,0,1,0,0,0,10.1038/s41408-020-0339-9
0,0,0,0,0,0,0,0,0,0,10.1021/acs.jcim.0c00185
0,0,0,0,0,0,0,0,0,0,10.1007/s42212-020-00279-z
0,0,0,0,0,0,0,0,0,0,10.1186/s12893-020-00855-z
0,0,0,0,0,0,0,0,0,0,10.1002/jbio.202000348
1,0,0,0,1,0,0,0,0,0,10.1016/j.ejso.2020.09.024
0,0,0,0,0,0,0,0,0,0,10.3205/zma001341
0,0,0,0,0,0,0,0,0,1,10.1093/eurheartj/ehaa461
0,0,0,0,0,0,0,0,0,0,10.1007/s00117-020-00778-z
1,2,0,0,0,0,0,0,0,0,10.1021/acsami.0c01786
0,0,0,0,0,0,0,0,0,0,10.1177/0284185120928929
0,0,0,0,0,0,0,0,0,0,10.1007/978-1-0716-0696-4_8
0,0,0,0,0,0,0,0,0,0,10.1186/s42466-020-00097-7
0,1,0,0,6,0,0,0,0,0,10.1016/j.celrep.2020.107652
0,0,0,0,0,0,0,0,0,0,10.1097/ACI.0000000000000653
0,0,0,0,0,0,0,0,0,0,10.2106/JBJS.OA.19.00025
1,0,0,1,0,0,0,3,0,0,10.1038/s41467-019-13960-2
0,0,0,0,0,0,0,0,0,2,10.1186/s12859-020-03741-w
0,0,0,1,0,0,0,0,1,0,10.1186/s12916-020-01851-z
2,1,1,0,3,2,4,0,0,0,10.1073/pnas.1920393117
1,0,0,0,0,0,0,0,1,0,10.1161/CIRCULATIONAHA.120.051547
0,0,0,0,3,0,0,0,0,0,10.1074/jbc.AC120.013788
0,0,0,0,0,0,9,0,0,0,10.1172/JCI99417
1,0,0,0,0,1,0,0,1,0,10.1158/1078-0432.CCR-20-2878
0,0,0,0,0,0,0,0,0,0,10.1055/a-1036-1568
0,3,0,0,1,1,1,0,0,0,10.1038/s41419-020-03092-7
0,0,0,0,0,0,0,0,0,0,10.1002/wps.20699
0,0,0,0,0,0,0,0,0,0,10.1002/wps.20714
0,0,0,0,0,1,0,0,0,0,10.1111/pai.13271
0,3,0,0,0,0,0,0,0,0,10.3389/fimmu.2020.01983
0,0,1,0,0,0,0,0,0,0,10.1111/febs.15608
0,0,0,0,0,0,0,0,0,0,10.1038/s41598-020-65798-0
0,0,0,0,0,0,0,0,0,0,10.1161/CIRCHEARTFAILURE.120.007405
0,0,0,0,0,0,0,0,0,0,10.1097/HJH.0000000000002386
0,0,0,0,0,0,0,0,0,0,10.1038/s41467-020-19265-z
1,0,0,0,0,0,0,0,0,1,10.1080/13696998.2019.1709848
0,6,0,0,0,0,0,0,0,0,10.1155/2020/3025361
0,0,0,1,0,0,0,0,0,0,10.1177/2382120519894253
0,0,0,0,0,0,2,0,0,0,10.1007/s00441-020-03266-x
0,2,0,0,0,0,0,0,0,0,10.3390/ijms21051875
0,0,0,0,0,0,0,0,1,1,10.1038/s41598-020-66334-w
0,1,0,0,2,0,1,0,0,0,10.1038/s41467-020-16090-2
0,0,0,0,0,0,0,0,0,0,10.1007/s00784-020-03442-x
0,0,0,0,0,0,0,0,1,0,10.1002/ejhf.1796
0,0,0,1,0,0,0,0,0,0,10.1007/978-981-15-1792-1_2
1,3,0,0,2,0,3,0,0,0,10.1093/noajnl/vdaa127
0,0,0,0,0,0,0,0,0,0,10.1161/CIRCULATIONAHA.120.051898
0,0,0,0,0,0,0,0,1,0,10.1038/s41375-020-0948-0
0,0,0,1,0,0,1,0,0,1,10.1038/s41467-020-14367-0
0,0,0,0,0,0,0,0,0,0,10.3390/jcm9061610
0,0,0,0,0,0,0,0,1,0,10.1002/ejhf.1954
0,0,0,0,0,0,0,0,0,0,10.1093/eurheartj/ehaa731
1,0,0,0,0,0,0,0,0,0,10.1007/s00213-020-05624-7
0,0,0,0,0,0,0,0,0,0,10.1186/s13244-019-0803-x
0,0,0,0,0,0,0,0,1,0,10.1055/s-0040-1713368
0,1,0,1,0,0,0,0,1,0,10.1007/s00270-020-02534-1
0,0,0,0,0,0,0,0,0,0,10.1038/s41598-020-71080-0
0,0,0,0,0,0,0,0,0,1,10.3389/fpsyg.2020.01208
0,0,0,0,0,0,0,0,0,0,10.1097/MPA.0000000000001593
0,0,0,0,0,0,0,0,0,0,10.1097/PCC.0000000000002291
0,0,0,0,0,0,0,0,0,0,10.1177/1534735420928393
0,0,0,0,0,1,0,0,0,0,10.3389/fpsyt.2020.00324
0,0,0,0,0,0,0,0,0,0,10.1055/a-1125-7793
1,2,0,0,0,0,0,0,0,0,10.1186/s12916-019-1478-3
0,0,0,0,0,0,0,0,0,0,10.1007/112_2020_17
0,0,0,0,6,0,2,0,0,0,10.1681/ASN.2019090879
1,0,0,0,0,0,0,0,0,0,10.1177/1740774520971770
1,0,2,0,0,0,0,0,0,1,10.1007/s10549-020-05603-8
1,0,0,0,0,0,0,0,0,0,10.1002/hbm.25134
1,0,0,1,1,2,0,0,0,0,10.1038/s41467-020-16464-6
0,0,0,0,0,0,0,0,0,1,10.1038/s41598-020-70542-9
0,0,0,0,0,0,0,0,0,0,10.1002/acr.24216
0,0,1,0,0,1,0,0,0,0,10.1002/ehf2.12798
0,0,0,0,0,0,0,0,0,0,10.1111/bpa.12909
0,0,0,0,0,3,0,0,0,0,10.3389/fneur.2020.499910
0,0,0,0,0,0,0,0,0,0,10.1024/1012-5302/a000740
2,0,0,0,0,0,0,0,0,0,10.1136/annrheumdis-2020-216980
0,2,0,0,0,0,0,0,0,0,10.1021/acsami.0c06874
0,0,0,0,0,1,0,0,1,0,10.1186/s13054-020-03405-4
0,0,0,0,0,0,0,0,0,0,10.1186/s12888-020-02959-5
0,0,0,0,0,0,0,0,1,0,10.1111/add.15329
3,0,0,0,0,0,0,0,0,0,10.1002/pros.24038
0,0,0,0,0,0,0,0,0,1,10.1007/s00115-020-01007-7
0,0,0,0,0,4,0,0,0,0,10.1038/s41598-020-67902-w
0,0,0,0,0,1,0,1,0,0,10.1093/europace/euaa313
0,0,0,0,0,0,0,0,0,0,10.1097/XEB.0000000000000226
0,0,0,0,0,1,0,0,1,0,10.1007/s00330-020-07175-z
0,0,0,0,0,0,0,0,1,2,10.1186/s10194-020-01139-w
0,0,0,0,0,0,0,0,1,0,10.1002/ptr.6744
0,0,0,0,0,0,0,0,1,0,10.1007/s10029-020-02319-y
0,0,1,0,0,0,0,0,0,4,10.1038/s41572-020-0214-9
0,0,0,0,0,1,0,0,0,0,10.3389/fpsyt.2020.580503
4,0,1,0,0,4,1,1,0,0,10.1038/s41467-020-18372-1
0,0,0,0,0,0,0,0,0,0,10.1371/journal.pone.0236841
1,0,0,0,0,1,0,0,0,0,10.1136/bmjopen-2019-032864
0,0,0,0,0,0,0,0,0,0,10.1055/a-1163-7355
0,0,0,0,0,0,0,0,1,0,10.1002/ejhf.1735
0,0,0,0,0,0,0,0,1,0,10.1371/journal.pone.0240446
0,0,0,0,0,0,0,0,0,0,10.1186/s12960-020-00486-8
0,0,0,0,0,0,0,0,0,0,10.3390/cancers12113473
1,2,0,0,0,0,0,0,1,0,10.1177/0363546520919120
0,0,0,0,0,0,0,0,0,0,10.3389/fpsyg.2020.02021
1,0,0,0,0,1,0,0,0,0,10.1053/j.gastro.2020.01.024
1,0,0,0,0,0,0,0,0,0,10.3324/haematol.2019.229161
0,0,0,0,0,0,0,0,1,0,10.1186/s12889-020-08971-4
0,0,0,0,0,0,0,0,0,0,10.1038/s41598-020-71220-6
0,3,0,0,0,0,4,0,0,0,10.1165/rcmb.2020-0335OC
0,0,0,0,0,0,0,0,0,0,10.1002/pbc.28384
0,4,0,1,0,0,1,0,0,0,10.1038/s41598-020-72960-1
0,0,1,1,0,0,0,0,0,1,10.1038/s41467-020-14351-8
0,0,0,0,0,0,0,0,0,0,10.1111/bju.15284
0,0,0,0,0,0,0,0,0,0,10.1055/a-1228-5358
0,4,0,0,0,0,0,0,0,0,10.14573/altex.1910211
2,0,0,0,0,3,0,0,0,0,10.1038/s41375-020-0839-4
1,0,0,0,0,0,1,0,1,0,10.1183/23120541.00408-2020
0,0,0,0,7,0,0,0,0,0,10.1002/ehf2.12887
0,0,0,0,0,0,0,0,1,0,10.1001/jamapsychiatry.2019.4379
1,1,0,0,0,1,0,0,0,0,10.1001/jamaneurol.2020.2340
0,0,0,0,0,0,0,0,0,0,10.1093/eurheartj/ehaa586
0,0,0,0,0,0,0,0,0,1,10.1111/bju.15150
0,0,0,0,0,0,0,0,0,1,10.3390/ijms21030950
0,0,0,0,0,0,7,0,0,0,10.1038/s41467-020-15743-6
0,0,0,0,0,0,0,0,0,0,10.3390/ijerph17207379
0,0,0,0,0,0,6,0,0,0,10.3389/fimmu.2020.529035
0,0,0,0,0,0,0,0,1,0,10.1016/j.adro.2020.09.018
0,0,0,0,0,0,0,0,0,0,10.1007/s00441-020-03172-2
0,0,0,0,0,0,0,0,0,0,10.5603/CJ.a2020.0063
0,0,0,1,0,0,0,1,0,0,10.1038/s41598-020-75770-7
5,1,0,2,0,4,0,1,0,0,10.1053/j.gastro.2020.11.010
0,0,0,0,0,0,0,0,0,0,10.1186/s40001-020-00410-9
3,0,0,0,1,0,0,0,1,0,10.1002/hep.31108
0,1,0,0,0,0,0,0,0,0,10.1056/NEJMoa1905239
0,0,0,0,0,0,0,0,0,0,10.1038/s41598-020-66095-6
0,2,1,0,6,0,3,0,0,0,10.1038/s41385-020-0276-8
0,0,0,0,0,2,0,0,1,0,10.3390/antiox9050421
1,0,0,0,0,1,0,0,0,0,10.3389/fgene.2020.00951
0,0,0,0,0,0,0,0,1,0,10.1192/j.eurpsy.2020.75
0,0,0,0,0,0,0,0,0,1,10.1007/s10067-020-05305-y
0,0,0,0,0,0,0,0,0,0,10.4088/JCP.19ac13118
0,0,0,0,4,0,0,0,0,0,10.1038/s41598-020-60594-2
0,0,0,0,0,0,0,0,1,0,10.1001/jamaoncol.2020.0249
0,0,0,0,0,0,2,0,1,0,10.3233/JAD-191234
0,0,0,0,0,0,0,0,0,0,10.1007/s11886-020-01427-6
1,0,0,0,0,0,0,0,0,3,10.1024/1012-5302/a000769
1,5,1,0,0,1,1,0,0,0,10.3389/fimmu.2020.00096
0,1,0,0,0,0,0,0,0,0,10.1007/s00402-020-03380-z
0,0,0,0,0,0,0,0,0,0,10.1097/CCM.0000000000004492
0,0,0,0,0,0,0,0,0,0,10.1055/a-1011-4232
0,0,0,0,0,0,0,0,0,0,10.1007/s11064-020-02961-z
0,0,0,0,0,0,0,0,0,1,10.1177/2380084420904928
0,0,0,0,0,0,0,0,0,0,10.3389/fonc.2020.00282
0,0,0,0,0,0,0,0,0,0,10.1007/s00508-019-01600-0
0,0,0,0,0,0,0,0,0,0,10.1055/a-1202-1887
1,1,0,0,0,1,5,0,0,0,10.1053/j.gastro.2020.08.019
0,0,0,0,0,1,4,0,0,0,10.3390/ijms21020463
0,0,0,0,0,0,0,0,0,0,10.1183/13993003.01323-2020
0,0,0,0,0,0,0,0,0,0,10.1017/S1047951120001031
0,0,0,0,0,0,0,0,1,0,10.1161/JAHA.120.018649
0,0,0,0,6,0,0,0,0,0,10.1126/sciadv.aay1109
0,0,1,0,0,0,0,0,0,1,10.1111/all.14449
0,0,0,0,0,0,0,0,0,1,10.3389/fnagi.2020.00079
0,0,0,0,0,0,0,0,0,0,10.1186/s13063-019-3928-9
4,0,0,0,0,1,0,0,0,0,10.1038/s41467-020-18542-1
0,0,0,0,0,0,0,0,0,0,10.1002/sctm.19-0432
0,0,0,0,0,0,1,0,0,0,10.1177/1747493019895654
1,0,0,0,0,0,0,1,0,0,10.3389/fmicb.2020.557253
0,0,0,0,0,0,1,0,0,0,10.1093/nar/gkaa241
0,0,0,0,0,0,0,0,0,0,10.1007/s00330-019-06602-0
0,0,0,0,0,0,0,0,0,0,10.1007/s00393-020-00767-6
5,0,0,0,0,0,1,0,0,0,10.1038/s41586-020-2797-4
0,0,0,0,0,0,0,0,2,0,10.1002/acn3.51128
0,0,0,0,0,0,0,0,0,0,10.1080/08037051.2020.1839224
0,2,0,0,0,0,0,0,1,0,10.1111/bdi.12894
0,0,0,0,3,0,3,0,0,0,10.1053/j.gastro.2020.10.021
0,1,0,0,0,0,0,0,0,0,10.3389/fonc.2020.00174
0,0,0,0,0,0,0,0,0,0,10.1021/acs.jpcb.0c01059
0,0,0,0,0,0,0,0,0,0,10.1007/s10029-020-02156-z
0,0,0,0,0,0,0,0,1,0,10.1007/s12550-019-00384-6
1,0,0,0,0,0,0,0,0,0,10.1089/cap.2019.0138
0,0,0,0,0,0,0,0,1,0,10.1007/s40664-020-00405-7
0,0,0,0,0,0,0,0,0,1,10.1002/bem.22256
0,0,0,0,4,0,0,0,0,0,10.1186/s12974-020-1722-y
0,0,0,0,0,0,0,0,0,0,10.1096/fj.202000596R
0,0,0,0,0,0,0,0,0,0,10.1007/s00405-020-06315-x
0,0,0,0,0,0,0,0,0,2,10.3390/ijerph17113792
0,0,0,0,0,3,0,0,0,0,10.1371/journal.pone.0228538
0,2,0,0,2,0,0,0,0,0,10.1073/pnas.2002481117
0,0,0,0,3,2,2,0,0,0,10.1016/j.isci.2020.101683
0,0,0,0,0,0,0,0,0,0,10.1371/journal.pntd.0007858
0,0,0,0,0,0,0,0,0,0,10.1186/s12885-020-06858-6
0,0,0,0,0,0,0,0,0,0,10.3390/cancers12061380
0,3,0,0,0,0,0,0,0,0,10.3389/fmicb.2020.00110
0,0,1,0,0,0,0,0,0,1,10.1007/s00103-020-03097-9
0,0,0,0,0,0,0,0,0,0,10.1024/1422-4917/a000746
1,0,0,1,0,0,0,0,0,0,10.1007/s15010-020-01471-y
1,1,0,0,0,0,0,0,0,0,10.1159/000513646
0,0,0,0,0,0,0,0,0,0,10.1136/annrheumdis-2020-219205
2,1,0,0,0,0,0,0,3,2,10.1183/13993003.01272-2020
0,0,0,0,0,0,0,0,0,0,10.1111/bjd.18867
0,4,0,0,4,0,0,0,0,0,10.1111/jnc.15230
0,0,0,0,0,0,0,0,0,0,10.1007/s00784-020-03529-5
0,0,0,0,0,0,0,0,0,1,10.1161/STROKEAHA.119.027512
1,1,0,4,0,0,0,0,1,0,10.1038/s41598-020-71901-2
0,0,0,0,0,0,0,0,0,0,10.1136/ijgc-2019-000526
0,0,0,0,0,0,0,0,0,1,10.1109/TMI.2020.3017160
0,0,0,0,0,0,0,0,0,0,10.1128/MRA.00797-20
1,5,0,0,0,0,0,0,0,0,10.1111/ajt.15880
0,0,0,0,0,0,0,0,0,0,10.1080/00365521.2020.1718747
0,5,0,0,0,1,1,0,0,0,10.1002/ijc.33456
0,0,0,0,0,0,0,0,0,0,10.1089/cap.2019.0184
0,0,0,0,0,0,2,0,0,0,10.1111/jth.14757
0,1,0,0,0,0,0,0,0,0,10.1186/s40478-020-00920-x
0,0,0,0,0,0,0,0,0,0,10.1136/bmjophth-2020-000524
0,0,0,0,0,0,0,0,0,0,10.1007/s00103-020-03171-2
0,0,0,0,6,0,0,0,0,0,10.1038/s41416-020-0751-8
0,0,0,0,0,0,0,0,0,0,10.3390/nu12030800
0,0,0,1,0,0,0,0,0,0,10.1093/cercor/bhaa332
0,3,0,0,0,0,0,0,0,0,10.1159/000504887
0,0,0,0,0,0,6,0,0,0,10.3390/cells9051256
0,0,0,0,0,0,0,0,0,0,10.1111/ene.14242
1,0,1,0,0,0,0,0,0,0,10.1136/jnnp-2020-324422
0,0,0,0,0,0,0,0,0,0,10.1080/07853890.2020.1770849
0,0,0,0,0,0,0,0,0,0,10.1212/WNL.0000000000009901
0,0,0,0,0,5,0,0,0,0,10.3390/jcm9061647
0,0,0,0,0,0,0,0,0,0,10.1002/rcs.2195
1,0,0,0,0,0,0,0,0,0,10.2807/1560-7917.ES.2020.25.41.1900648
0,0,0,0,0,0,0,0,0,0,10.1016/j.jhep.2020.08.027
0,0,0,0,0,0,0,0,0,0,10.21873/anticanres.13964
0,0,0,0,0,0,0,0,0,1,10.1002/ejhf.2064
0,0,0,0,0,0,0,0,0,0,10.1136/jmedgenet-2020-107353
0,0,0,0,0,0,0,0,0,0,10.1002/hep.31671
2,0,0,0,0,0,0,0,0,0,10.12688/f1000research.26707.2
0,0,0,0,0,0,0,0,1,0,10.1007/s00115-020-00881-5
1,3,0,0,2,0,2,0,0,0,10.1073/pnas.2008883117
0,0,0,0,0,1,0,0,0,0,10.1055/a-1150-7646
0,0,0,0,0,0,0,0,1,0,10.3390/jcm9072062
0,0,0,0,0,6,1,0,0,0,10.1002/jbmr.4092
0,0,0,0,0,0,0,0,1,1,10.1186/s12888-020-02953-x
0,0,0,0,0,0,0,0,0,0,10.1016/j.bpj.2020.05.029
0,0,0,0,0,0,0,0,0,1,10.1186/s12913-020-05993-x
0,1,0,0,0,0,0,0,0,0,10.3390/biomedicines9010001
0,0,0,0,0,0,0,0,0,0,10.1111/trf.15973
0,0,0,0,0,0,0,0,0,0,10.3389/fendo.2020.00368
2,0,0,0,0,0,0,0,0,2,10.1038/s41597-020-00773-y
1,4,0,0,0,0,0,0,0,0,10.3390/cells9081829
0,0,0,0,0,4,0,0,0,1,10.1177/2047487320919894
0,0,0,0,0,0,0,0,0,0,10.1007/s10334-020-00836-6
0,0,0,0,0,0,0,0,0,0,10.1007/s00234-020-02520-x
1,1,0,0,0,0,0,0,0,0,10.1038/s41436-020-0904-4
0,0,0,0,0,0,0,0,1,0,10.1002/ehf2.13145
1,0,0,0,0,0,0,0,0,0,10.1007/s00420-020-01547-0
0,4,0,0,0,0,0,0,0,0,10.1093/glycob/cwaa034
0,0,0,0,0,0,0,0,0,0,10.3389/fnhum.2020.00174
0,0,0,0,0,0,0,0,0,0,10.3390/ijerph17176349
0,0,0,0,0,0,0,0,0,0,10.1136/bmjgh-2020-003362
0,2,0,0,0,0,0,0,0,0,10.3389/fimmu.2020.598444
0,0,0,1,0,0,0,0,0,0,10.1186/s42466-020-00068-y
0,0,0,0,0,0,0,0,0,0,10.1038/s41380-020-0656-1
0,0,0,0,0,0,0,0,0,0,10.1097/TA.0000000000002877
1,0,0,0,0,0,0,0,0,0,10.1136/annrheumdis-2020-219217
0,0,0,0,0,0,0,0,1,0,10.1186/s12876-020-01201-6
0,0,0,0,0,0,0,0,0,0,10.1259/dmfr.20200068
0,0,0,0,0,0,0,0,0,0,10.3389/fneur.2020.573560
0,0,0,0,0,0,0,0,0,0,10.1016/j.ejim.2020.08.007
0,2,0,0,0,0,0,0,0,0,10.1159/000511121
0,0,0,0,0,0,0,0,0,1,10.1172/JCI129209
0,0,0,0,0,0,0,0,0,0,10.1097/SLA.0000000000004246
0,0,0,0,0,0,0,0,1,0,10.3390/nu11123063
0,6,0,0,0,0,0,0,0,0,10.1165/rcmb.2019-0317OC
0,0,0,0,0,0,0,0,1,0,10.1093/nop/npz052
0,0,0,0,0,0,0,0,0,0,10.1159/000507218
1,0,0,0,0,0,0,0,1,0,10.1038/s41537-020-00127-y
0,5,0,0,0,0,0,0,0,0,10.1074/jbc.RA120.014890
0,0,0,0,0,0,0,0,0,0,10.1136/ijgc-2019-001127
1,0,0,0,0,2,1,0,0,0,10.1093/ve/veaa033
0,0,0,0,0,0,0,0,0,0,10.1055/a-1174-0086
0,0,0,0,0,1,0,0,1,1,10.3389/fped.2019.00566
0,0,0,0,0,0,0,0,0,0,10.3389/fnhum.2020.578578
0,0,0,0,0,0,0,0,0,0,10.1093/clinchem/hvaa096
0,1,1,1,0,0,0,0,0,0,10.1055/a-1047-1075
0,0,0,0,0,1,0,0,1,0,10.1007/s00586-020-06491-8
0,8,0,0,0,1,0,0,0,1,10.3390/ijms22010128
0,0,0,0,0,0,0,0,0,0,10.21873/anticanres.14590
0,0,0,0,0,0,0,0,0,0,10.1111/ddg.14195
0,0,0,0,0,0,0,0,0,0,10.1210/endocr/bqaa173
0,0,0,0,0,0,0,0,1,0,10.1186/s40635-019-0284-8
0,0,0,0,0,0,0,0,0,0,10.1111/all.14329
4,0,0,0,0,1,0,0,0,0,10.1038/s41467-019-13892-x
1,2,0,0,0,0,0,0,0,1,10.7717/peerj.10373
2,0,0,0,0,0,0,0,2,0,10.1016/j.waojou.2020.100490
0,1,0,0,0,1,0,0,0,0,10.1016/j.jhepr.2020.100168
0,0,0,0,0,0,0,0,0,0,10.1080/16549716.2020.1838240
1,0,0,1,0,0,0,0,0,1,10.1007/s00204-020-02762-x
0,0,0,0,0,1,0,0,0,0,10.1016/j.annonc.2019.10.018
0,8,0,0,0,0,0,0,0,0,10.3390/ijms21197097
1,0,1,0,0,0,2,0,0,0,10.1111/cge.13826
0,0,0,0,0,0,0,0,0,0,10.3390/ijerph17165739
0,5,0,0,0,0,0,0,0,0,10.3390/ma13235342
0,0,0,0,0,0,0,0,0,0,10.1097/IAE.0000000000003083
0,0,0,0,0,0,0,0,0,0,10.3390/nu12061556
0,0,0,0,0,0,0,0,0,0,10.1111/nan.12643
0,0,0,0,0,0,2,0,0,0,10.1126/science.abb7314
0,0,0,0,0,0,0,0,0,0,10.1007/s00404-020-05529-y
0,0,0,0,0,0,0,0,0,0,10.1186/s12887-020-02113-w
0,0,1,0,0,0,0,0,0,0,10.1111/all.14549
0,0,0,0,0,0,0,0,0,0,10.3389/fneur.2020.00501
0,0,0,0,0,0,0,0,1,0,10.1093/eurheartj/ehaa757
2,0,1,0,0,0,0,0,0,0,10.1186/s13075-020-02191-2
0,0,0,0,0,0,0,0,0,0,10.1186/s12911-020-01332-6
0,0,0,0,0,0,0,0,0,0,10.1161/STROKEAHA.120.031884
0,0,0,0,0,0,0,0,0,0,10.3390/ijms21239004
0,0,0,0,0,0,0,0,0,2,10.1186/s12911-020-1041-3
0,0,0,0,0,0,0,0,0,0,10.1007/s10803-020-04457-9
1,0,0,0,0,0,0,0,2,0,10.1093/eurheartj/ehaa943
0,0,0,0,0,0,0,0,0,0,10.1055/a-1071-8322
1,0,0,0,0,1,0,0,0,0,10.3389/fnhum.2020.580105
0,0,0,0,5,1,0,0,0,0,10.1093/cvr/cvaa268
0,0,0,0,0,0,0,0,0,0,10.1007/s00393-020-00932-x
1,1,0,0,0,0,0,0,0,0,10.1186/s13054-020-03275-w
0,3,0,0,0,0,1,0,0,0,10.1128/mBio.01911-20
0,0,0,0,0,0,0,0,0,0,10.1002/ehf2.12805
1,0,0,0,0,1,0,0,0,0,10.1038/s41587-020-0469-4
0,5,0,0,0,0,0,0,0,0,10.3390/nu12113393
2,0,0,0,0,0,0,0,0,0,10.1038/s41467-019-13983-9
0,0,0,0,0,0,0,0,1,0,10.1177/0284185120926474
0,0,0,0,0,0,0,0,0,0,10.1016/j.radonc.2020.07.027
0,0,0,0,0,1,0,0,0,0,10.1038/s41598-020-75145-y
0,0,0,0,0,0,0,0,0,2,10.1111/cge.13861
0,0,0,0,0,0,0,0,0,0,10.1108/MIJ-10-2019-0002
0,1,0,0,0,1,0,0,0,0,10.1007/s00784-019-03136-z
1,0,0,0,0,0,0,0,1,0,10.1186/s13601-020-00342-x
0,0,0,0,0,1,0,0,0,0,10.1177/2055217320915480
0,0,0,0,0,2,0,0,0,0,10.3390/jcm9123895
0,3,0,0,0,0,0,0,0,0,10.3390/pharmaceutics12030224
0,0,0,0,0,1,0,0,0,0,10.1148/radiol.2020200373
0,0,0,0,0,0,0,0,0,1,10.3390/ma13020466
0,0,0,0,0,0,0,0,1,0,10.1007/s10405-020-00352-3
0,0,0,0,0,0,0,0,0,0,10.1177/0706743720964333
0,0,0,0,0,0,0,0,1,0,10.1007/s10554-020-01881-x
0,0,0,0,0,0,0,0,0,0,10.2147/ORR.S260657
0,0,0,1,0,0,0,1,0,0,10.1073/pnas.2009786117
0,1,0,0,1,0,0,0,0,0,10.3389/fphys.2020.00660
1,1,0,0,0,0,0,0,0,0,10.2147/NDT.S234813
0,0,0,0,0,0,0,0,0,1,10.1055/a-1152-3469
0,0,0,0,0,0,0,0,0,0,10.1007/s00701-020-04264-2
0,0,0,0,0,0,0,0,0,0,10.1056/NEJMoa2025845
2,9,0,0,0,0,1,0,0,0,10.1083/jcb.201902059
0,0,0,0,1,0,1,0,0,0,10.1093/rheumatology/keaa187
0,0,0,0,0,0,0,0,0,0,10.1177/1352458520929628
0,0,0,0,0,0,0,0,0,0,10.3389/fonc.2019.01458
0,4,0,0,0,0,0,0,0,0,10.3389/fmed.2020.00529
0,0,0,0,0,0,0,0,1,0,10.1186/s13075-020-02329-2
0,0,0,0,0,0,0,0,1,0,10.1007/s13187-020-01829-8
0,0,0,0,0,0,0,0,0,0,10.1111/exd.14212
0,0,0,0,0,4,1,0,0,0,10.1111/bpa.12897
0,0,0,0,0,0,0,0,0,0,10.1055/a-1133-6915
0,0,0,0,0,0,0,0,0,0,10.1007/s12149-020-01567-3
0,0,0,0,0,0,0,0,0,0,10.1080/2162402X.2020.1824632
0,2,0,3,0,1,0,0,0,0,10.1016/j.cels.2020.10.001
0,0,0,0,0,0,0,0,0,0,10.1177/0145561320920745
0,0,0,0,0,0,0,0,0,1,10.1093/eurheartj/ehz962
0,6,0,0,0,0,1,0,0,0,10.1111/acel.13134
2,2,0,0,0,2,0,0,0,0,10.1093/nar/gkaa681
0,0,0,0,0,0,0,0,0,0,10.1002/cre2.354
0,0,0,0,0,0,0,0,1,0,10.1111/1753-0407.13145
0,0,0,0,0,0,0,0,0,0,10.1016/j.clnesp.2020.03.020
0,0,0,0,0,0,0,0,0,0,10.1177/2396987319863606
3,0,0,0,0,0,0,2,0,0,10.1038/s41587-020-0602-4
0,0,0,1,0,0,0,0,0,0,10.1007/s11548-020-02236-6
