,bar,pie,hist,bardot,box,dot,violin,paper_id,year
32,0,0,0,0,4,0,0,10.1002/bjs.10050,2015
33,0,0,0,0,0,0,0,10.1002/btpr.2182,2015
34,0,0,0,0,0,0,0,10.1002/ccd.25841,2015
35,0,0,0,0,0,0,0,10.1002/ccd.26257,2015
36,0,0,0,0,0,0,0,10.1002/ccr3.302,2015
37,0,0,0,0,0,0,0,10.1002/cphy.c140024,2015
38,0,0,0,0,0,0,0,10.1002/ehf2.12033,2015
39,0,0,0,0,0,0,0,10.1002/eji.201545959,2015
40,0,0,0,0,0,0,0,10.1002/hep.27381,2015
41,0,0,0,0,0,0,0,10.1002/hep.27885,2015
42,0,0,0,0,0,0,0,10.1002/hep.27906,2015
43,0,0,0,0,0,0,0,10.1002/humu.22858,2015
44,0,0,0,0,0,0,0,10.1002/ijc.29323,2015
45,0,0,0,0,0,0,0,10.1002/jcph.464,2015
46,1,0,0,0,0,0,0,10.1002/jcsm.12012,2015
47,0,0,0,0,0,0,0,10.1002/jso.23951,2015
48,0,0,0,0,0,0,0,10.1002/lt.24164,2015
49,0,0,0,0,0,0,0,10.1002/nbm.3338,2015
50,0,0,0,0,0,0,0,10.1002/pd.4487,2015
51,0,0,0,0,0,0,0,10.1002/pd.4524,2015
52,0,0,0,0,0,0,0,10.1002/phar.1573,2015
53,0,0,0,0,0,0,0,10.1002/prca.201400163,2015
54,0,0,0,0,0,0,0,10.1002/stem.2104,2015
55,0,0,0,0,0,0,0,10.1002/uog.14924,2015
56,0,0,0,0,0,0,0,10.1002/wps.20182,2015
57,0,0,0,0,0,0,0,10.1002/wps.20231,2015
58,1,0,0,0,0,0,0,10.1007/7651_2015_196,2015
59,0,0,0,0,0,0,0,10.1007/7854_2014_342,2015
60,0,0,0,0,0,0,0,10.1007/8904_2015_508,2015
61,0,0,0,0,0,0,0,10.1007/8904_2015_518,2015
62,0,0,0,0,0,0,0,10.1007/978-1-4939-2172-0_27,2015
63,0,0,0,0,0,0,0,10.1007/978-1-4939-2257-4_38,2015
64,0,0,0,0,0,0,0,10.1007/978-1-4939-2330-4_16,2015
65,1,0,0,0,0,0,0,10.1007/978-1-4939-2727-2_10,2015
66,0,0,0,0,0,0,0,10.1007/978-1-4939-2727-2_2,2015
67,3,0,0,0,0,0,0,10.1007/978-1-4939-2727-2_5,2015
68,0,0,0,0,0,0,0,10.1007/978-1-4939-2932-0_17,2015
69,0,0,0,0,0,0,0,10.1007/978-1-4939-2938-2_14,2015
70,0,0,0,0,0,0,0,10.1007/978-1-4939-3037-1_1,2015
71,0,0,0,0,0,0,0,10.1007/978-1-4939-3037-1_16,2015
72,0,0,0,0,0,0,0,10.1007/978-1-4939-3139-2_15,2015
73,0,0,0,0,0,0,0,10.1007/978-1-4939-3204-7_2,2015
74,0,0,0,0,0,0,0,10.1007/978-1-4939-3353-2_10,2015
75,0,0,0,0,0,0,0,10.1007/978-1-4939-3353-2_11,2015
76,0,0,0,0,0,0,0,10.1007/978-3-319-13957-9,2015
77,0,0,0,0,0,0,0,10.1007/978-3-319-13957-9_10,2015
78,0,0,0,0,0,0,0,10.1007/978-3-319-17121-0_98,2015
79,0,0,0,0,0,0,0,10.1007/978-3-319-18497-5_3,2015
80,0,0,0,0,0,0,0,10.1007/978-3-319-22536-4_21,2015
81,0,0,0,0,2,0,0,10.1007/s00056-014-0277-x,2015
82,0,0,0,0,3,0,0,10.1007/s00056-014-0281-1,2015
83,0,0,0,0,0,0,0,10.1007/s00056-015-0288-2,2015
84,0,0,0,0,0,0,0,10.1007/s00056-015-0293-5,2015
85,0,0,0,0,0,0,0,10.1007/s00056-015-0300-x,2015
86,1,0,0,0,0,0,0,10.1007/s00056-015-0310-8,2015
87,1,0,0,0,0,0,0,10.1007/s00059-015-4210-x,2015
88,1,1,0,0,0,0,0,10.1007/s00059-015-4215-5,2015
89,0,0,0,0,0,0,0,10.1007/s00059-015-4231-5,2015
90,0,0,0,0,0,0,0,10.1007/s00059-015-4332-1,2015
91,0,0,0,0,0,0,0,10.1007/s00063-015-0047-6,2015
92,0,0,0,0,0,0,0,10.1007/s00101-014-2418-4,2015
93,0,0,0,0,0,0,0,10.1007/s00101-015-0071-1,2015
94,0,0,0,0,0,0,0,10.1007/s00103-015-2141-6,2015
95,0,0,0,0,0,0,0,10.1007/s00103-015-2143-4,2015
96,0,0,0,0,0,0,0,10.1007/s00104-014-2879-7,2015
97,0,0,0,0,0,0,0,10.1007/s00104-015-0011-2,2015
98,0,0,0,0,0,0,0,10.1007/s00104-015-0062-4,2015
99,0,0,0,0,0,0,0,10.1007/s00104-015-0073-1,2015
100,0,0,0,0,0,0,0,10.1007/s00104-015-0083-z,2015
101,0,0,0,0,0,0,0,10.1007/s00104-015-0107-8,2015
102,0,0,0,0,0,0,0,10.1007/s00104-015-0108-7,2015
103,0,0,0,0,0,0,0,10.1007/s00105-015-3597-x,2015
104,0,0,0,0,0,0,0,10.1007/s00105-015-3622-0,2015
105,0,0,0,0,0,0,0,10.1007/s00105-015-3675-0,2015
106,0,0,0,0,0,0,0,10.1007/s00105-015-3685-y,2015
107,0,0,0,0,0,0,0,10.1007/s00105-015-3692-z,2015
108,0,0,0,0,0,0,0,10.1007/s00105-015-3711-0,2015
109,0,0,0,0,0,0,0,10.1007/s00106-014-2973-7,2015
110,2,0,0,0,0,0,0,10.1007/s00106-014-2975-5,2015
111,0,0,0,0,0,0,0,10.1007/s00106-015-0027-4,2015
112,0,0,0,0,0,0,0,10.1007/s00106-015-0058-x,2015
113,0,0,0,0,0,0,0,10.1007/s00106-015-0074-x,2015
114,0,0,0,0,0,0,0,10.1007/s00106-015-0077-7,2015
115,0,0,0,0,0,0,0,10.1007/s00108-014-3532-8,2015
116,0,0,0,0,0,0,0,10.1007/s00108-014-3568-9,2015
117,0,0,0,0,0,0,0,10.1007/s00108-014-3646-z,2015
118,0,0,0,0,0,0,0,10.1007/s00108-015-3671-6,2015
119,0,0,0,0,0,0,0,10.1007/s00108-015-3672-5,2015
120,0,0,0,0,0,0,0,10.1007/s00108-015-3829-2,2015
121,0,0,0,0,0,0,0,10.1007/s00109-015-1293-z,2015
122,0,0,0,0,0,0,0,10.1007/s00109-015-1302-2,2015
123,0,0,0,0,0,0,0,10.1007/s00109-015-1372-1,2015
124,0,0,0,0,0,0,0,10.1007/s00113-015-0080-1,2015
125,0,0,0,0,0,0,0,10.1007/s00113-015-0091-y,2015
126,0,0,0,0,0,0,0,10.1007/s00115-014-4113-8,2015
127,0,0,0,0,0,0,0,10.1007/s00115-014-4126-3,2015
128,0,0,0,0,0,0,0,10.1007/s00115-014-4227-z,2015
129,0,0,0,0,0,0,0,10.1007/s00115-014-4250-0,2015
130,0,0,0,0,0,0,0,10.1007/s00115-014-4253-x,2015
131,0,0,0,0,0,0,0,10.1007/s00115-015-0026-4,2015
132,0,0,0,0,0,0,0,10.1007/s00115-015-0032-6,2015
133,0,0,0,0,0,0,0,10.1007/s00115-015-0033-5,2015
134,0,0,0,0,0,0,0,10.1007/s00115-015-0034-4,2015
135,0,0,0,0,0,0,0,10.1007/s00115-015-4258-0,2015
136,0,0,0,0,0,0,0,10.1007/s00115-015-4290-0,2015
137,0,0,0,0,0,0,0,10.1007/s00115-015-4297-6,2015
138,0,0,0,0,0,0,0,10.1007/s00115-015-4301-1,2015
139,0,0,0,0,0,0,0,10.1007/s00115-015-4302-0,2015
140,0,0,0,0,0,0,0,10.1007/s00115-015-4316-7,2015
141,0,0,0,0,0,0,0,10.1007/s00115-015-4322-9,2015
142,0,0,0,0,0,0,0,10.1007/s00115-015-4333-6,2015
143,0,0,0,0,0,0,0,10.1007/s00115-015-4338-1,2015
144,0,0,0,0,0,0,0,10.1007/s00115-015-4386-6,2015
145,1,0,0,0,0,0,0,10.1007/s00115-015-4398-2,2015
146,0,0,0,0,0,0,0,10.1007/s00117-015-0012-7,2015
147,0,0,0,0,0,0,0,10.1007/s00117-015-0035-0,2015
148,0,0,0,0,0,0,0,10.1007/s00117-015-2858-0,2015
149,0,0,0,0,0,0,0,10.1007/s00120-015-3814-3,2015
150,0,0,0,0,0,0,0,10.1007/s00120-015-3909-x,2015
151,0,0,0,0,0,0,0,10.1007/s00120-015-3970-5,2015
152,0,0,0,0,0,0,0,10.1007/s00120-015-4007-9,2015
153,0,0,0,0,0,0,0,10.1007/s00132-015-3114-z,2015
154,0,0,0,0,0,0,0,10.1007/s00132-015-3123-y,2015
155,0,0,0,0,0,0,0,10.1007/s00132-015-3192-y,2015
156,0,0,0,0,0,0,0,10.1007/s00132-015-3196-7,2015
157,0,0,0,0,0,0,0,10.1007/s00132-015-3198-5,2015
158,0,0,0,0,0,0,0,10.1007/s00132-015-3200-2,2015
159,0,0,0,0,0,0,0,10.1007/s00132-015-3207-8,2015
160,0,0,0,0,0,0,0,10.1007/s00268-015-3055-z,2015
161,0,0,0,0,0,0,0,10.1007/s00268-015-3325-9,2015
162,0,0,0,0,0,0,0,10.1007/s00292-015-0009-z,2015
163,0,0,0,0,0,0,0,10.1007/s00292-015-0046-7,2015
164,0,0,0,0,0,0,0,10.1007/s00347-014-3104-2,2015
165,0,0,0,0,0,0,0,10.1007/s00347-014-3173-2,2015
166,0,0,0,0,0,0,0,10.1007/s00347-014-3184-z,2015
167,0,0,0,0,0,0,0,10.1007/s00347-014-3204-z,2015
168,0,0,0,0,0,0,0,10.1007/s00347-014-3207-9,2015
169,0,0,0,0,0,0,0,10.1007/s00347-014-3225-7,2015
170,0,0,0,0,0,0,0,10.1007/s00347-015-0006-x,2015
171,0,0,0,0,0,0,0,10.1007/s00347-015-0012-z,2015
172,0,0,0,0,0,0,0,10.1007/s00347-015-0075-x,2015
173,0,0,0,0,0,0,0,10.1007/s00347-015-0108-5,2015
174,0,0,0,0,0,0,0,10.1007/s00347-015-0111-x,2015
175,0,0,0,0,0,0,0,10.1007/s00347-015-0149-9,2015
176,1,0,0,0,0,0,0,10.1007/s00347-015-0154-z,2015
177,0,0,0,0,0,0,0,10.1007/s00347-015-0158-8,2015
178,0,0,0,0,0,0,0,10.1007/s00347-015-0165-9,2015
179,0,0,0,0,0,0,0,10.1007/s00347-015-0176-6,2015
180,0,0,0,0,0,0,0,10.1007/s00393-014-1436-6,2015
181,0,0,0,0,0,0,0,10.1007/s00393-014-1438-4,2015
182,0,0,0,0,0,0,0,10.1007/s00393-014-1446-4,2015
183,0,0,0,0,0,0,0,10.1007/s00393-014-1448-2,2015
184,0,0,0,0,0,0,0,10.1007/s00393-014-1449-1,2015
185,0,0,0,0,0,0,0,10.1007/s00393-014-1452-6,2015
186,0,0,0,0,0,0,0,10.1007/s00393-014-1456-2,2015
187,0,0,0,0,0,0,0,10.1007/s00393-014-1458-0,2015
188,0,0,0,0,0,0,0,10.1007/s00393-014-1475-z,2015
189,0,0,0,0,0,0,0,10.1007/s00393-014-1490-0,2015
190,0,0,0,0,0,0,0,10.1007/s00393-014-1543-4,2015
191,0,0,0,0,0,0,0,10.1007/s00393-015-0019-5,2015
192,0,0,0,0,0,0,0,10.1007/s00393-015-1623-0,2015
193,0,0,0,0,0,0,0,10.1007/s00393-015-1646-6,2015
194,0,0,0,0,0,0,0,10.1007/s00393-015-1649-3,2015
195,0,0,0,0,0,0,0,10.1007/s00482-015-0018-0,2015
196,1,0,0,0,0,0,0,10.1007/s00482-015-0049-6,2015
197,2,0,0,0,0,0,0,10.1007/s10339-015-0709-6,2015
198,2,0,0,0,0,0,0,10.1007/s10741-015-9522-7,2015
199,5,0,0,0,0,0,0,10.1007/s10753-015-0146-9,2015
200,0,0,0,0,0,0,0,10.1007/s10995-015-1773-3,2015
201,1,0,0,0,0,1,0,10.1007/s11307-015-0825-9,2015
202,1,0,0,0,0,0,0,10.1007/s11307-015-0832-x,2015
203,0,0,0,0,2,0,0,10.1007/s11682-015-9438-9,2015
204,0,0,0,0,0,0,0,10.1007/s11682-015-9442-0,2015
205,0,0,0,0,1,0,0,10.1007/s11695-015-1683-x,2015
206,0,0,0,0,0,0,0,10.1007/s11886-015-0610-z,2015
207,0,0,0,0,0,0,0,10.1007/s11906-015-0561-1,2015
208,0,0,0,0,0,0,0,10.1007/s11906-015-0565-x,2015
209,0,0,0,0,0,0,0,10.1007/s11910-015-0526-4,2015
210,0,0,0,0,0,0,0,10.1007/s11910-015-0546-0,2015
211,0,0,0,0,0,0,0,10.1007/s11926-015-0505-4,2015
212,0,0,0,0,0,0,0,10.1007/s11940-015-0346-5,2015
213,0,0,0,0,0,0,0,10.1007/s11940-015-0354-5,2015
214,0,0,0,0,0,0,0,10.1007/s11999-015-4432-5,2015
215,0,0,0,0,0,0,0,10.1007/s12015-015-9608-6,2015
216,0,0,0,0,0,0,0,10.1007/s12028-015-0230-x,2015
217,0,0,0,0,0,0,0,10.1007/s12160-015-9748-6,2015
218,0,0,0,0,0,0,0,10.1007/s12603-014-0547-8,2015
219,0,0,0,0,0,0,0,10.1007/s13277-015-4031-9,2015
220,0,0,0,0,0,0,0,10.1007/s15006-015-2824-9,2015
221,0,0,0,0,0,0,0,10.1007/s15006-015-2882-z,2015
222,0,0,0,0,0,0,0,10.1007/s40291-015-0162-3,2015
223,0,0,0,0,0,0,0,10.1007/s40429-015-0063-x,2015
224,0,0,0,0,0,0,0,10.1007/s40629-015-0052-6,2015
225,1,0,0,0,0,0,0,10.1016/j.ajhg.2014.12.004,2015
226,0,0,0,0,0,0,0,10.1016/j.ajhg.2015.09.001,2015
227,0,0,0,0,0,0,0,10.1016/j.artres.2015.04.001,2015
228,0,0,1,0,0,0,0,10.1016/j.bpj.2015.01.040,2015
229,0,0,0,0,0,0,0,10.1016/j.bpj.2015.09.024,2015
230,0,0,0,0,0,0,0,10.1016/j.cell.2015.09.031,2015
231,0,0,0,0,0,0,0,10.1016/j.cmet.2015.02.003,2015
232,0,0,0,0,0,0,0,10.1016/j.cmi.2014.07.015,2015
233,0,0,0,0,0,0,0,10.1016/j.cmi.2014.08.011,2015
234,5,0,0,0,0,0,0,10.1016/j.febslet.2015.10.029,2015
235,0,0,0,0,0,0,1,10.1016/j.fsigss.2015.09.167,2015
236,5,0,0,0,0,0,0,10.1016/j.immuni.2014.12.018,2015
237,0,0,0,0,0,0,0,10.1016/j.juro.2015.09.084,2015
238,0,0,0,0,0,0,0,10.1016/j.neuron.2014.12.016,2015
239,0,0,0,0,0,0,0,10.1016/j.neuron.2015.01.018,2015
240,0,0,0,0,0,0,0,10.1016/j.neuron.2015.02.007,2015
241,0,0,0,0,0,0,0,10.1016/j.neuron.2015.05.025,2015
242,0,0,0,0,0,0,0,10.1016/j.neuron.2015.06.023,2015
243,2,0,0,0,0,0,0,10.1024/0301-1526/a000441,2015
244,0,0,0,0,0,0,0,10.1024/1012-5302/a000402,2015
245,0,0,0,0,0,0,0,10.1024/1422-4917/a000372,2015
246,0,0,0,0,0,0,0,10.1038/525025a,2015
247,0,0,0,0,0,0,0,10.1038/ki.2014.21,2015
248,0,0,0,0,0,0,0,10.1038/laban.746,2015
249,0,0,0,0,0,0,0,10.1038/nature16060,2015
250,0,0,0,0,0,0,0,10.1038/nchem.2225,2015
251,5,0,0,0,0,0,0,10.1038/ncomms9362,2015
252,0,0,0,0,0,0,0,10.1038/nn.4044,2015
253,0,0,0,0,0,0,0,10.1038/nrn3880,2015
254,0,0,0,0,0,0,0,10.1038/nrrheum.2015.110,2015
255,0,0,0,0,0,0,0,10.1038/nrrheum.2015.31,2015
256,0,0,0,0,0,0,0,10.1038/sj.bdj.2015.842,2015
257,0,0,0,0,0,0,0,10.1038/tpj.2015.59,2015
258,3,0,0,0,0,0,0,10.1039/c4mt00273c,2015
259,0,0,0,0,0,0,0,10.1042/CS20140623,2015
260,0,0,0,0,0,0,0,10.1055/s-0034-1383418,2015
261,0,0,0,0,0,0,0,10.1055/s-0034-1396215,2015
262,0,0,0,0,0,0,0,10.1055/s-0035-1545703,2015
263,0,0,0,0,0,0,0,10.1055/s-0035-1545704,2015
264,0,0,0,0,0,0,0,10.1055/s-0035-1545918,2015
265,0,0,0,0,0,0,0,10.1055/s-0035-1545958,2015
266,0,0,0,0,0,0,0,10.1055/s-0035-1545999,2015
267,0,0,0,0,0,0,0,10.1055/s-0035-1546000,2015
268,0,0,0,0,0,0,0,10.1055/s-0035-1546051,2015
269,0,0,0,0,0,0,0,10.1055/s-0035-1553529,2015
270,0,0,0,0,0,0,0,10.1055/s-0035-1555114,2015
271,0,0,0,0,0,0,0,10.1055/s-0035-1556069,2015
272,0,0,0,0,0,0,0,10.1055/s-0035-1557776,2015
273,0,0,0,0,0,0,0,10.1055/s-0035-1557817,2015
274,0,0,0,0,0,0,0,10.1055/s-0035-1557906,2015
275,0,0,0,0,0,0,0,10.1055/s-0035-1558079,2015
276,0,0,0,0,0,0,0,10.1055/s-0035-1559589,2015
277,0,0,0,0,0,0,0,10.1055/s-0035-1564565,2015
278,0,0,0,0,0,0,0,10.1056/NEJMoa1406761,2015
279,0,0,0,0,0,0,0,10.1056/NEJMoa1408288,2015
280,0,0,0,0,1,0,0,10.1056/NEJMoa1415369,2015
281,0,0,0,0,0,0,0,10.1056/NEJMoa1415463,2015
282,0,0,0,0,0,0,0,10.1056/NEJMoa1505066,2015
283,0,0,0,0,0,0,0,10.1073/pnas.1505753112,2015
284,0,0,0,0,0,0,0,10.1080/00015458.2015.11681062,2015
285,0,0,0,0,0,1,0,10.1080/15287394.2015.1006711,2015
286,5,0,0,0,0,0,0,10.1080/15384101.2015.1044169,2015
287,0,0,0,0,0,0,0,10.1080/21645515.2015.1105414,2015
288,6,0,0,0,0,0,0,10.1086/683696,2015
289,0,0,0,0,0,0,0,10.1088/0967-3334/36/2/357,2015
290,0,0,0,0,0,0,0,10.1088/0967-3334/36/3/385,2015
291,1,0,1,0,0,0,0,10.1088/1741-2560/12/2/026012,2015
292,0,1,0,0,0,0,1,10.1093/ajcp/aqv011,2015
293,0,0,0,0,0,0,0,10.1093/geront/gnv135,2015
294,0,0,0,0,0,0,0,10.1097/01.hjh.0000467413.32526.6f,2015
295,0,0,0,0,0,0,0,10.1097/01.hjh.0000467560.57595.1c,2015
296,0,0,0,0,0,0,0,10.1097/01.hjh.0000467673.70941.f5,2015
297,0,0,0,0,0,0,0,10.1097/01.hjh.0000467677.24307.ad,2015
298,0,0,0,0,0,0,0,10.1097/01.j.pain.0000460356.94374.a1,2015
299,0,0,0,0,0,0,0,10.1097/ACI.0000000000000163,2015
300,0,0,0,0,0,0,0,10.1097/ACI.0000000000000194,2015
301,0,0,0,0,0,0,0,10.1097/ACO.0000000000000285,2015
302,0,0,0,0,0,0,0,10.1097/AJP.0000000000000323,2015
303,0,0,0,0,0,0,0,10.1097/BOR.0000000000000186,2015
304,0,0,0,0,0,0,0,10.1097/BRS.0000000000000928,2015
305,0,0,0,0,0,0,0,10.1097/CAD.0000000000000305,2015
306,0,0,0,0,0,0,0,10.1097/CCM.0000000000001358,2015
307,0,0,0,0,0,0,0,10.1097/CCM.0000000000001423,2015
308,0,0,0,0,0,0,0,10.1097/CMR.0000000000000142,2015
309,0,0,0,0,0,0,0,10.1097/EJA.0000000000000202,2015
310,0,0,0,0,0,0,0,10.1097/EJA.0000000000000256,2015
311,0,0,0,0,0,0,0,10.1097/FBP.0000000000000133,2015
312,0,0,0,0,0,0,0,10.1097/FJC.0000000000000232,2015
313,0,0,0,0,0,0,0,10.1097/HJH.0000000000000573,2015
314,0,0,0,0,0,0,0,10.1097/HJH.0000000000000645,2015
315,0,0,0,0,0,0,0,10.1097/HJH.0000000000000648,2015
316,0,0,0,0,0,0,0,10.1097/IAE.0000000000000700,2015
317,0,0,0,0,0,0,0,10.1097/IGC.0000000000000373,2015
318,0,0,0,0,0,0,0,10.1097/IGC.0000000000000387,2015
319,0,0,0,0,0,0,0,10.1097/IGC.0000000000000476,2015
320,0,0,0,0,0,0,0,10.1097/IGC.0000000000000493,2015
321,0,0,0,0,0,0,0,10.1097/INF.0000000000000532,2015
322,0,0,0,0,0,0,0,10.1097/INF.0000000000000654,2015
323,0,0,0,0,0,0,0,10.1097/INF.0000000000000802,2015
324,0,0,0,0,0,0,0,10.1097/INF.0000000000000823,2015
325,0,0,0,0,0,0,0,10.1097/j.pain.0000000000000354,2015
326,0,0,0,0,0,0,0,10.1097/j.pain.0000000000000386,2015
327,0,0,0,0,0,0,0,10.1097/j.pain.0000000000000459,2015
328,0,0,0,0,0,0,0,10.1097/MAO.0000000000000746,2015
329,0,0,0,0,0,0,0,10.1097/MAO.0000000000000894,2015
330,0,0,0,0,0,0,0,10.1097/MAT.0000000000000166,2015
331,0,0,0,0,0,0,0,10.1097/MAT.0000000000000306,2015
332,0,0,0,0,0,0,0,10.1097/MCC.0000000000000183,2015
333,0,0,0,0,0,0,0,10.1097/MCD.0000000000000111,2015
334,0,0,0,0,0,0,0,10.1097/MD.0000000000000576,2015
335,0,0,0,0,0,0,0,10.1097/MD.0000000000000714,2015
336,0,0,0,0,0,0,0,10.1097/MD.0000000000002108,2015
337,0,0,0,0,0,0,0,10.1097/MD.0000000000002188,2015
338,0,0,0,0,0,0,0,10.1097/MD.0000000000002196,2015
339,0,0,0,0,0,0,0,10.1097/MD.0000000000002227,2015
340,0,0,0,0,0,0,0,10.1097/MED.0000000000000190,2015
341,0,0,0,0,0,0,0,10.1097/MEG.0000000000000428,2015
342,0,0,0,0,0,0,0,10.1097/MEG.0000000000000517,2015
343,0,0,0,0,0,0,0,10.1097/MEJ.0000000000000267,2015
344,0,0,0,0,0,0,0,10.1097/MIB.0000000000000384,2015
345,0,0,0,0,1,0,0,10.1097/MIB.0000000000000527,2015
346,3,0,0,0,1,0,0,10.1097/MIB.0000000000000646,2015
347,0,0,0,0,0,0,0,10.1097/MNM.0000000000000467,2015
348,0,0,0,0,0,0,0,10.1097/MOT.0000000000000213,2015
349,1,0,0,0,0,0,0,10.1097/MPA.0000000000000316,2015
350,0,0,0,0,0,0,0,10.1097/MPA.0000000000000365,2015
351,0,0,0,0,0,0,0,10.1097/MPA.0000000000000533,2015
352,0,0,0,0,0,0,0,10.1097/MPH.0000000000000436,2015
353,0,0,0,0,0,0,0,10.1097/NMD.0000000000000428,2015
354,0,0,0,0,0,0,0,10.1097/PAS.0000000000000423,2015
355,0,0,0,0,0,0,0,10.1097/PCC.0000000000000364,2015
356,0,0,0,0,0,0,0,10.1097/PGP.0000000000000161,2015
357,0,0,0,0,0,0,0,10.1097/PHM.0000000000000281,2015
358,0,0,0,0,0,0,0,10.1097/PSY.0000000000000145,2015
359,0,0,0,0,0,0,0,10.1097/QAD.0000000000000876,2015
360,0,0,0,0,0,0,0,10.1097/RCT.0000000000000271,2015
361,0,0,0,0,0,0,0,10.1097/RHU.0000000000000285,2015
362,0,0,0,0,0,0,0,10.1097/RLI.0000000000000129,2015
363,0,0,0,0,0,0,0,10.1097/RLI.0000000000000178,2015
364,0,0,0,0,0,0,0,10.1097/RLI.0000000000000193,2015
365,0,0,0,0,0,0,0,10.1097/RLI.0000000000000198,2015
366,0,0,0,0,0,0,0,10.1097/RLI.0000000000000203,2015
367,0,0,0,0,0,0,0,10.1097/RLI.0000000000000235,2015
368,0,0,0,0,0,0,0,10.1097/RLI.0000000000000242,2015
369,0,0,0,0,0,0,0,10.1097/SCS.0000000000002142,2015
370,0,0,0,0,0,0,0,10.1097/SLA.0000000000000798,2015
371,0,0,0,0,0,0,0,10.1097/SLA.0000000000001240,2015
372,0,0,0,0,0,0,0,10.1097/SLA.0000000000001480,2015
373,0,0,0,0,0,0,0,10.1097/TA.0000000000000548,2015
374,0,0,0,0,0,0,0,10.1097/TP.0000000000000640,2015
375,0,0,0,0,0,0,0,10.1097/TP.0000000000000873,2015
376,0,0,0,0,0,0,0,10.1097/TP.0000000000000914,2015
377,0,0,0,0,0,0,0,10.1097/WON.0000000000000162,2015
378,0,0,0,0,0,0,0,10.1097/YCO.0000000000000202,2015
379,0,0,0,0,0,0,0,10.1098/rsif.2014.1111,2015
380,0,0,1,0,0,0,0,10.1098/rsif.2015.0282,2015
381,1,0,0,0,0,1,0,10.1098/rsob.150032,2015
382,0,0,0,0,0,0,0,10.1098/rsta.2014.0218,2015
383,0,0,0,0,0,0,0,10.1098/rstb.2014.0204,2015
384,4,0,0,0,0,0,0,10.1101/gr.182444.114,2015
385,0,0,0,0,0,0,0,10.1111%2Fpai.12331,2015
386,3,0,0,0,0,0,0,10.1111/1440-1681.12415,2015
387,3,0,0,0,0,0,0,10.1111/1440-1681.12462,2015
388,0,0,0,0,0,0,0,10.1111/1462-2920.13016,2015
389,0,0,0,0,0,0,0,10.1111/1471-0528.13070,2015
390,0,0,0,0,0,0,0,10.1111/1471-0528.13840,2015
391,0,0,0,0,1,0,0,10.1111/1751-2980.12296,2015
392,0,0,0,0,0,0,0,10.1111/ahg.12115,2015
393,0,0,0,0,6,0,0,10.1111/ajt.13521,2015
394,2,0,0,0,0,0,0,10.1111/aor.12542,2015
395,0,0,0,0,0,0,0,10.1111/apa.13280,2015
396,0,0,0,0,0,0,0,10.1111/apha.12641,2015
397,0,0,0,0,0,0,0,10.1111/bcp.12664,2015
398,0,0,0,0,0,0,0,10.1111/bjd.14198,2015
399,4,0,0,0,0,0,0,10.1111/cea.12542,2015
400,0,0,0,0,0,0,0,10.1111/cea.12673,2015
401,0,0,0,0,0,0,0,10.1111/cge.12332,2015
402,0,0,0,0,0,0,0,10.1111/clr.12674,2015
403,0,0,2,0,0,0,0,10.1111/clr.12718,2015
404,0,0,0,0,0,0,0,10.1111/codi.13031,2015
405,0,0,0,0,0,0,0,10.1111/ctr.12520,2015
