,doi,id,pmid,year
138,10.1186/s13049-019-0625-3,pub.1113639061,31014373,2019
139,10.1186/s12985-019-1135-7,pub.1112527676,30832687,2019
140,10.1016/j.kint.2019.10.007,pub.1122748507,31759480,2019
141,10.1186/s12888-019-2026-6,pub.1111919182,30717711,2019
142,10.1186/s40478-019-0849-5,pub.1123160402,31806049,2019
143,10.1186/s12885-019-6182-3,pub.1121753598,31606028,2019
144,10.1002/ejhf.1710,pub.1123706195,31883356,2019
145,10.1111/trf.15552,pub.1121953607,31633819,2019
146,10.1186/s12957-019-1600-1,pub.1113476732,30987645,2019
147,10.1186/s12885-019-5856-1,pub.1118099842,31319803,2019
148,10.1007/s10585-019-09987-w,pub.1120369304,31420767,2019
149,10.1007/s00330-019-06279-5,pub.1117288998,31209621,2019
150,10.1016/j.biopsych.2019.06.028,pub.1117916772,31521335,2019
151,10.1186/s13195-018-0463-y,pub.1111493647,30654834,2019
152,10.1038/s41467-019-09180-3,pub.1113052406,30926791,2019
153,10.1038/s41467-019-09745-2,pub.1113874971,31048683,2019
154,10.1186/s13014-019-1236-x,pub.1112227777,30782182,2019
155,10.1186/s40798-019-0211-2,pub.1120800370,31482208,2019
156,10.1186/s12888-019-2043-5,pub.1111834431,30709386,2019
157,10.1186/s13075-019-1824-z,pub.1112139056,30764862,2019
158,10.1186/s12887-019-1391-0,pub.1111909719,30717737,2019
159,10.1016/j.otsr.2019.07.012,pub.1122474035,31727586,2019
160,10.1186/s12888-019-2070-2,pub.1113116781,30925915,2019
161,10.1007/s00404-019-05362-y,pub.1122411481,31705285,2019
162,10.1111/cea.13515,pub.1121950299,31631412,2019
163,10.1016/j.atherosclerosis.2019.10.007,pub.1121646019,31706078,2019
164,10.1016/j.resuscitation.2019.09.025,pub.1121430094,31585185,2019
165,10.1186/s12931-019-1063-5,pub.1114043024,31077204,2019
166,10.1186/s12968-019-0522-y,pub.1112259606,30786898,2019
167,10.1186/s12871-019-0799-2,pub.1117870754,31288740,2019
168,10.1186/s13601-019-0272-9,pub.1118098729,31360439,2019
169,10.1186/s40478-019-0817-0,pub.1121888100,31623667,2019
170,10.1186/s40634-019-0179-3,pub.1113905371,31053993,2019
171,10.1186/s12884-019-2496-z,pub.1122014132,31646983,2019
172,10.1186/s13014-019-1368-z,pub.1120775243,31477146,2019
173,10.1186/s12913-019-4585-0,pub.1122119870,31655598,2019
174,10.1186/s12884-018-2145-y,pub.1111097042,30606156,2019
175,10.1111/pai.13113,pub.1120338720,31419322,2019
176,10.1016/j.jvs.2019.09.065,pub.1123645661,31882315,2019
177,10.1186/s13099-019-0283-z,pub.1112119169,30805031,2019
178,10.1016/j.clinbiomech.2019.08.008,pub.1120341994,31445402,2019
179,10.1002/ejhf.1669,pub.1123118683,31797492,2019
180,10.1111/bph.14810,pub.1119946723,31355457,2019
181,10.1016/j.peptides.2019.170237,pub.1123604854,31874232,2019
182,10.1186/s13063-019-3543-9,pub.1119744949,31331366,2019
183,10.1186/s12865-019-0291-2,pub.1113788958,31029086,2019
184,10.1038/s41467-019-10018-1,pub.1115071406,31118448,2019
185,10.1038/s41467-019-11551-9,pub.1120208463,31399586,2019
186,10.1038/s41467-019-13520-8,pub.1123122621,31797923,2019
187,10.1038/s41467-019-13559-7,pub.1123242400,31822667,2019
188,10.1177/2396987319863606,pub.1120775092,31903429,2019
189,10.1186/s13073-019-0637-7,pub.1113843632,31039827,2019
190,10.1055/s-0038-1668134,pub.1106153516,30114715,2019
191,10.1186/s13054-019-2335-7,pub.1112315651,30795782,2019
192,10.1038/s41467-019-09262-2,pub.1112896105,30899013,2019
193,10.1186/s12984-018-0477-5,pub.1111434254,30646915,2019
194,10.1186/s12974-019-1425-4,pub.1112462820,30819213,2019
195,10.1038/s41416-019-0630-3,pub.1122589221,31728025,2019
196,10.2217/epi-2019-0051,pub.1122783354,31755748,2019
197,10.1016/j.lungcan.2019.10.005,pub.1121687563,31634654,2019
198,10.1186/s13023-019-1066-9,pub.1114041741,31077250,2019
199,10.1177/1526602819872498,pub.1120640770,31455137,2019
200,10.1186/s40644-019-0222-8,pub.1117004779,31174616,2019
201,10.1186/s12875-019-0975-y,pub.1117807944,31279348,2019
202,10.1016/j.bbamcr.2019.118533,pub.1120326881,31422055,2019
203,10.1186/s12871-019-0689-7,pub.1112212253,30777015,2019
204,10.1186/s40348-019-0090-0,pub.1113937516,31062205,2019
205,10.1111/cea.13500,pub.1120984162,31519068,2019
206,10.1111/all.13878,pub.1114667711,31102545,2019
207,10.1186/s12968-019-0559-y,pub.1120196696,31391036,2019
208,10.1038/s41467-019-11537-7,pub.1120302933,31413258,2019
209,10.1186/s13023-019-1188-0,pub.1120902767,31492166,2019
210,10.1186/s12885-019-6270-4,pub.1122264985,31675944,2019
211,10.1016/j.jaip.2019.11.040,pub.1123384363,31846795,2019
212,10.1016/j.jvir.2019.09.013,pub.1123724331,31899108,2019
213,10.1186/s12885-018-5203-y,pub.1111201179,30612558,2019
214,10.1038/s41564-019-0529-z,pub.1121183552,31548683,2019
215,10.1002/glia.23683,pub.1118035994,31313857,2019
216,10.1016/j.clinbiomech.2019.12.017,pub.1123602922,31889565,2019
217,10.1016/j.peptides.2019.170231,pub.1123546529,31870938,2019
218,10.1016/j.jhin.2019.12.016,pub.1123556342,31870887,2019
219,10.1186/s13075-019-1913-z,pub.1115634423,31126334,2019
220,10.1186/s13075-019-1989-5,pub.1121097141,31533820,2019
221,10.1186/s12889-019-7901-z,pub.1123097806,31796007,2019
222,10.1038/s41467-019-13033-4,pub.1122557271,31727896,2019
223,10.1038/s41591-019-0654-5,pub.1123045646,31792460,2019
224,10.1186/s12992-018-0434-x,pub.1111219392,30616646,2019
225,10.1186/s12885-019-5327-8,pub.1112168783,30770730,2019
226,10.1002/ijc.32358,pub.1113620287,31008532,2019
227,10.1186/s13063-019-3375-7,pub.1115990565,31142364,2019
228,10.1017/s1368980019002258,pub.1120843366,31482769,2019
229,10.1186/s12974-019-1440-5,pub.1112682894,30857557,2019
230,10.1007/s10549-019-05431-5,pub.1121002944,31520284,2019
231,10.1186/s13601-019-0242-2,pub.1111676304,30705747,2019
232,10.1038/s41375-019-0505-x,pub.1117018267,31182782,2019
233,10.2217/bmm-2019-0083,pub.1122144031,31659915,2019
234,10.1186/s12939-019-0934-1,pub.1112458535,30819193,2019
235,10.1186/s12889-019-6523-9,pub.1112092659,30755186,2019
236,10.1007/s00482-019-00404-5,pub.1120765909,31478144,2019
237,10.1038/s41564-019-0557-8,pub.1121185393,31548682,2019
238,10.1186/s12890-019-0858-y,pub.1115170367,31118007,2019
239,10.1007/s00586-019-05889-3,pub.1111893259,30712069,2019
240,10.1111/bjd.17927,pub.1113055050,30919434,2019
241,10.1007/s00399-019-00653-y,pub.1122484354,31713027,2019
242,10.1111/acps.13110,pub.1121786664,31610010,2019
243,10.1177/1526602819866435,pub.1120131533,31379276,2019
244,10.1055/a-1010-8764,pub.1123226379,31816642,2019
245,10.1183/13993003.02104-2019,pub.1123164352,31801819,2019
246,10.1186/s13014-019-1397-7,pub.1122520013,31718650,2019
247,10.1186/s12914-019-0189-3,pub.1112527639,30832665,2019
248,10.1186/s12913-018-3862-7,pub.1111576825,30665401,2019
249,10.1177/0022034519880544,pub.1122751496,31746684,2019
250,10.1186/s12875-019-1048-y,pub.1122758389,31747886,2019
251,10.1016/j.jormas.2019.12.001,pub.1123477576,31863927,2019
252,10.1016/j.amjmed.2019.11.017,pub.1123477846,31862335,2019
253,10.1111/all.14077,pub.1123608648,31872476,2019
254,10.1186/s12966-019-0834-1,pub.1120468781,31438965,2019
255,10.1055/a-0958-9548,pub.1120956883,31505701,2019
256,10.1038/s41467-019-08977-6,pub.1112581205,30842428,2019
257,10.1016/j.euroneuro.2019.09.006,pub.1121622342,31606303,2019
258,10.1177/2396987319851335,pub.1116125332,31903430,2019
259,10.1186/s40814-018-0388-z,pub.1111225229,30631448,2019
260,10.1186/s13054-019-2405-x,pub.1113181857,30944013,2019
261,10.1186/s12885-019-5390-1,pub.1112467420,30823906,2019
262,10.1038/s41746-019-0085-1,pub.1112859005,31304365,2019
263,10.1186/s12889-019-6446-5,pub.1111752482,30691420,2019
264,10.1186/s12967-019-2079-9,pub.1121401249,31570105,2019
265,10.1002/art.41030,pub.1117696712,31268627,2019
266,10.1007/s00115-019-0760-0,pub.1117938322,31297574,2019
267,10.1186/s12885-019-5946-0,pub.1120206882,31395037,2019
268,10.1186/s13045-018-0692-3,pub.1111410098,30642353,2019
269,10.1186/s13104-019-4268-2,pub.1113715391,31023363,2019
270,10.1186/s12890-019-0950-3,pub.1121877189,31619218,2019
271,10.1186/s13293-019-0231-0,pub.1113508373,30992051,2019
272,10.1186/s13058-019-1144-x,pub.1114043278,31077239,2019
273,10.1038/s41536-019-0077-4,pub.1117303690,31240114,2019
274,10.1186/s40348-019-0089-6,pub.1112584694,30840172,2019
275,10.1007/s00198-019-05135-y,pub.1120524995,31446439,2019
276,10.1186/s12891-019-2563-7,pub.1117052059,31185952,2019
277,10.1186/s12883-019-1375-6,pub.1117738221,31269910,2019
278,10.1177/1352458518815596,pub.1110202052,30475082,2019
279,10.1186/s12979-019-0151-1,pub.1115029100,31139232,2019
280,10.1016/j.janxdis.2019.102149,pub.1121191345,31698111,2019
281,10.1186/s40985-019-0113-3,pub.1112852079,30923641,2019
282,10.1055/a-0852-3405,pub.1113047139,30919390,2019
283,10.1016/j.jpsychires.2019.09.010,pub.1121191097,31622870,2019
284,10.1186/s12894-019-0531-z,pub.1121969151,31638979,2019
285,10.1007/s13167-019-00182-1,pub.1120164489,31832111,2019
286,10.1016/j.euo.2019.11.003,pub.1123120787,31810893,2019
287,10.1186/s13550-019-0489-6,pub.1112315678,30796555,2019
288,10.1111/bdi.12831,pub.1120792352,31479581,2019
289,10.1186/s13049-019-0629-z,pub.1113996830,31068188,2019
290,10.3171/2019.8.jns183078,pub.1123216200,31812141,2019
291,10.1186/s12889-018-6385-6,pub.1111403385,30642299,2019
292,10.1186/s12872-019-1212-2,pub.1121827849,31615415,2019
293,10.1186/s12885-019-6429-z,pub.1123354475,31836008,2019
294,10.1111/jdv.16017,pub.1122955583,31779042,2019
295,10.1002/ejhf.1619,pub.1122856955,31762174,2019
296,10.1111/bjh.16147,pub.1120287959,31407320,2019
297,10.1016/j.eururo.2019.09.020,pub.1121478234,31587989,2019
298,10.1186/s12939-019-1105-0,pub.1123158844,31805943,2019
299,10.1038/s41467-018-08140-7,pub.1111333421,30644388,2019
300,10.1038/s41467-019-10643-w,pub.1117497959,31249304,2019
301,10.1186/s12882-019-1215-3,pub.1111909065,30717692,2019
302,10.1186/s13601-019-0262-y,pub.1113363830,31007896,2019
303,10.1186/s10194-018-0955-y,pub.1111461146,30651064,2019
304,10.1038/s41398-019-0556-9,pub.1120997639,31519869,2019
305,10.1186/s12985-019-1197-6,pub.1119773145,31337408,2019
306,10.1186/s12885-019-5794-y,pub.1117154917,31196127,2019
307,10.1038/s41467-019-10171-7,pub.1115042737,31118423,2019
308,10.1016/j.jchf.2019.09.003,pub.1122869173,31779926,2019
309,10.1016/j.yebeh.2019.106574,pub.1122255231,31678808,2019
310,10.1007/s12519-018-0185-z,pub.1107124158,30242781,2019
311,10.1186/s12888-019-2169-5,pub.1117022690,31182054,2019
312,10.1016/j.autrev.2019.102402,pub.1122018754,31669544,2019
313,10.1016/j.neuropharm.2019.107795,pub.1121192475,31560908,2019
314,10.1002/uog.20376,pub.1117478239,31237030,2019
315,10.1186/s12883-019-1451-y,pub.1120907664,31492151,2019
316,10.1186/s40001-019-0386-5,pub.1119739097,31331388,2019
317,10.1111/jch.13718,pub.1121950654,31631522,2019
318,10.1186/s10194-019-0972-5,pub.1115227493,31122188,2019
319,10.1186/s12885-019-5675-4,pub.1115597066,31126258,2019
320,10.1186/s12969-019-0345-2,pub.1121434768,31575380,2019
321,10.1186/s13613-019-0610-z,pub.1123132255,31802308,2019
322,10.1186/s13148-019-0736-8,pub.1121993386,31640781,2019
323,10.1111/bjd.18029,pub.1113640697,31017657,2019
324,10.1002/sim.8421,pub.1123049663,31788835,2019
325,10.1016/j.bbmt.2019.07.036,pub.1120142706,31394276,2019
326,10.1016/j.jacc.2019.09.059,pub.1123055013,31806133,2019
327,10.1002/ppul.24500,pub.1120762990,31475477,2019
328,10.1186/s40748-019-0109-5,pub.1120470187,31463069,2019
329,10.1055/a-1018-8963,pub.1123553359,31860926,2019
330,10.1016/j.neuroimage.2019.116449,pub.1123539235,31866165,2019
331,10.1038/s41467-019-09144-7,pub.1112853635,30886143,2019
332,10.1038/s41467-019-08578-3,pub.1113057225,30926794,2019
333,10.1097/tp.0000000000003095,pub.1123752845,31895348,2019
334,10.1007/s00104-019-1008-z,pub.1119952378,31359111,2019
335,10.1016/s0140-6736(19)32519-x,pub.1123118241,31810609,2019
336,10.1186/s12888-019-2412-0,pub.1123694507,31881995,2019
337,10.1111/jdv.15846,pub.1123343028,31833609,2019
338,10.1186/s12936-019-2643-z,pub.1111413287,30642347,2019
339,10.1038/s41523-019-0114-x,pub.1117501771,31263748,2019
340,10.1186/s12944-019-1135-z,pub.1122238905,31672151,2019
341,10.1002/mds.27855,pub.1122087204,31651053,2019
342,10.1111/jch.13738,pub.1123043085,31786827,2019
343,10.1002/cpt.1637,pub.1121183687,31544235,2019
344,10.1186/s40345-019-0155-y,pub.1121498353,31583561,2019
345,10.1186/s13000-019-0810-8,pub.1113862467,31043167,2019
346,10.1016/j.jad.2019.08.078,pub.1120508012,31470181,2019
347,10.1186/s12872-019-1035-1,pub.1112767297,30871479,2019
348,10.1186/s13018-019-1122-0,pub.1112739166,30866970,2019
349,10.1002/ijgo.12939,pub.1120275855,31402446,2019
350,10.1186/s12872-019-1002-x,pub.1111635455,30678657,2019
351,10.1186/s12882-019-1218-0,pub.1111912066,30717681,2019
352,10.1038/s41467-019-10954-y,pub.1117700586,31266962,2019
353,10.1186/s12894-019-0436-x,pub.1111576848,30665424,2019
354,10.1016/j.idc.2019.08.001,pub.1122084970,31668197,2019
355,10.1186/s13075-019-1982-z,pub.1120657434,31464650,2019
356,10.1007/s00429-019-01959-w,pub.1121258562,31555898,2019
357,10.1186/s12885-019-5733-y,pub.1115953533,31138183,2019
358,10.1097/tp.0000000000002938,pub.1120570300,31765363,2019
359,10.1097/ccm.0000000000004017,pub.1121895086,31625980,2019
360,10.1186/s13148-019-0703-4,pub.1119795048,31340858,2019
361,10.1007/s11060-019-03279-9,pub.1121856959,31621040,2019
362,10.1186/s12947-019-0156-0,pub.1113622907,31010431,2019
363,10.1186/s12903-019-0795-4,pub.1118019230,31307444,2019
364,10.1002/epi4.12364,pub.1121616297,31819916,2019
365,10.1186/s12909-019-1626-7,pub.1116166725,31151450,2019
366,10.1016/s0140-6736(19)32534-6,pub.1122505334,31732180,2019
367,10.1007/s00117-019-0553-2,pub.1116838932,31172247,2019
368,10.1177/0271678x18799241,pub.1106677921,30182788,2019
369,10.1038/s41586-019-1815-x,pub.1123121252,31802000,2019
370,10.1186/s13613-019-0574-z,pub.1120874872,31486921,2019
371,10.1111/eip.12781,pub.1112221954,30784233,2019
372,10.1186/s13601-019-0246-y,pub.1111376852,30792849,2019
373,10.1186/s11556-019-0221-6,pub.1120249662,31417662,2019
374,10.1007/s00393-019-0670-3,pub.1123020857,31784900,2019
375,10.21873/anticanres.13856,pub.1123189875,31810906,2019
376,10.1007/s11657-019-0578-1,pub.1112227155,30783777,2019
377,10.1186/s13195-019-0487-y,pub.1113472304,30987684,2019
378,10.1002/ejhf.1664,pub.1123243029,31820546,2019
379,10.1186/s12871-019-0819-2,pub.1120201422,31395011,2019
380,10.1186/s12871-019-0828-1,pub.1120488345,31438849,2019
381,10.1186/s40644-019-0220-x,pub.1117052192,31186052,2019
382,10.1186/s12885-019-5842-7,pub.1117946777,31296182,2019
383,10.1016/j.physbeh.2019.112792,pub.1123548026,31870942,2019
384,10.1016/j.jpainsymman.2019.12.005,pub.1123428439,31837450,2019
385,10.1186/s13018-019-1511-4,pub.1123732107,31888687,2019
386,10.1186/s12879-019-3900-z,pub.1112986538,30909883,2019
387,10.1177/0333102419888222,pub.1122482903,31707815,2019
388,10.1002/ejhf.1624,pub.1122562366,31724271,2019
389,10.1681/asn.2019040414,pub.1122631750,31732614,2019
390,10.1186/s12885-019-6363-0,pub.1123161834,31805884,2019
391,10.1002/jor.24442,pub.1120308129,31410876,2019
392,10.1007/s11914-019-00544-8,pub.1122654648,31734907,2019
393,10.1186/s12985-019-1118-8,pub.1111496625,30654811,2019
394,10.1186/s13561-019-0233-y,pub.1116886558,31175475,2019
395,10.1186/s13023-019-1130-5,pub.1117606413,31248438,2019
396,10.1038/s41597-019-0254-8,pub.1122195853,31666530,2019
397,10.1007/s00467-019-04331-6,pub.1120410503,31428929,2019
398,10.1111/pedi.12913,pub.1120656960,31464058,2019
399,10.1186/s12883-019-1269-7,pub.1112765862,30871492,2019
400,10.1007/s00103-019-03031-8,pub.1121686418,31605165,2019
401,10.1186/s12969-019-0306-9,pub.1112070404,30744659,2019
402,10.1007/s12975-018-0683-2,pub.1111259870,30617994,2019
403,10.1016/j.heares.2019.107823,pub.1121886565,31678891,2019
404,10.1016/s1473-3099(19)30567-5,pub.1121890306,31630991,2019
405,10.1186/s12872-019-1031-5,pub.1112548006,30836942,2019
406,10.1016/j.jacc.2019.09.028,pub.1121333250,31568868,2019
407,10.1038/s41584-019-0294-7,pub.1121195866,31551538,2019
408,10.1111/all.13949,pub.1117467552,31228881,2019
409,10.1016/j.autrev.2019.102452,pub.1123313372,31838157,2019
410,10.1186/s12931-019-1062-6,pub.1116601631,31159807,2019
411,10.1007/s11920-019-1114-0,pub.1122700608,31745659,2019
412,10.1186/s13075-019-1911-1,pub.1116886545,31174584,2019
413,10.1186/s40348-019-0091-z,pub.1122549119,31722049,2019
414,10.1186/s12885-019-5600-x,pub.1115953471,31138244,2019
415,10.1186/s13019-019-1010-z,pub.1121832334,31615560,2019
416,10.1177/2047487319882820,pub.1122563357,31722560,2019
417,10.1186/s12981-019-0250-2,pub.1122602619,31729999,2019
418,10.1111/jch.13743,pub.1122910643,31769582,2019
419,10.1186/s13023-019-1238-7,pub.1122387611,31699127,2019
420,10.1111/liv.14284,pub.1122953757,31777171,2019
421,10.1186/s12880-019-0332-6,pub.1113788975,31029093,2019
422,10.1007/s00402-019-03201-y,pub.1114759647,31104087,2019
423,10.1016/j.atherosclerosis.2019.12.004,pub.1123537449,31870624,2019
424,10.1186/s12967-019-02165-2,pub.1123346032,31830996,2019
425,10.1186/s13075-019-2046-0,pub.1123321191,31831079,2019
426,10.1097/mpg.0000000000002593,pub.1123687793,31880662,2019
427,10.1101/mcs.a004630,pub.1122796181,31753813,2019
428,10.1038/s41572-019-0109-9,pub.1120874967,31488840,2019
429,10.1186/s13063-019-3610-2,pub.1120312867,31409425,2019
430,10.1055/a-1039-4458,pub.1123540681,31875860,2019
431,10.1016/j.radonc.2019.08.027,pub.1122013205,31668515,2019
432,10.1038/s41593-019-0532-y,pub.1122666432,31740814,2019
433,10.1634/theoncologist.2019-0223,pub.1119793984,31346129,2019
434,10.1186/s12879-019-3691-2,pub.1111775320,30700258,2019
